Titles,Source,Target,Genre,Month,Year,Lanuage,Country,Type
Nightmare in Burgundy,"Alaux, Jean-Pierre","Pane, Sally",Fiction,July,2014,French,France,Undirected
Treachery in Bordeaux,"Alaux, Jean-Pierre","Trager, Anne",Fiction,May,2014,French,France,Undirected
Globetrotter,"Albahari, David","Elias-Bursac, Ellen",Fiction,Aug,2014,Swedish,Serbia and Montenegro,Undirected
Learning Cyrillic,"Albahari, David","Elias-Bursac, Ellen",Fiction,Dec,2014,Serbian,Serbia and Montenegro,Undirected
Little Man,"Alexandrova-Zorina, Liza","Moore, Melanie",Fiction,Apr,2014,Russian,Russia,Undirected
Ripper,"Allende, Isabel","Brock, Oliver",Fiction,Feb,2014,Spanish,Chile,Undirected
Africa39,"Allfrey, Ellah Wakatama","Various, Various",Fiction,Oct,2014,Various,Various,Undirected
Fullblood Arabian,"Alomar, Osama","Collins, C. J.",Poetry,Jan,2014,Arabic,Syrian Arab Republic,Undirected
On Leave,"Anselme, Daniel","Bellos, David",Fiction,Mar,2014,French,France,Undirected
"Suddenly, Love","Appelfeld, Aharon","Green, Jeffrey M.",Fiction,May,2014,Hebrew,Israel,Undirected
Blue Lorries,"Ashour, Radwa","Romaine, Barbara",Fiction,July,2014,Arabic,Egypt,Undirected
Woman from Tantoura,"Ashour, Radwa","Heikkinen, Kay",Fiction,June,2014,Arabic,"Palestinian Territory, Occupied",Undirected
Selected Stories,"Askildsen, Kjell","Kinsella, Sean",Fiction,May,2014,Norwegian,Norway,Undirected
Once Upon a Time in Rio,"Azevedo, Francisco","??, ??",Fiction,June,2014,Portuguese,Brazil,Undirected
Man Called Ove,"Backman, Fredrik","Koch, Henning",Fiction,July,2014,Swedish,Sweden,Undirected
Flametti,"Ball, Hugo","Schelbert, Catherine",Fiction,May,2014,German,Switzerland,Undirected
Rain over Madrid,"Barba, Andres","Dillman, Lisa",Fiction,Sept,2014,Spanish,Spain,Undirected
Mr. Gwyn,"Baricco, Alessandro","Goldstein, Ann",Fiction,July,2014,Italian,Italy,Undirected
Cherry Red Summer,"Bartsch, Carina","Macki, Erik",Fiction,June,2014,German,Germany,Undirected
Wall and Other Stories,"Becker, Jurek","Vennewitz, Leila",Fiction,May,2014,German,Germany,Undirected
Flowers & Mishima's Illustrated Biography,"Bellatin, Mario","Jordan, Kolin",Fiction,Feb,2014,Spanish,Mexico,Undirected
Fairy Tale,"Bengtsson, Jonas","Barslund, Charlotte",Fiction,Apr,2014,Danish,Denmark,Undirected
Privy Portrait,"Benoziglio, Jean-Luc","Lewis, Tess",Fiction,July,2014,French,France,Undirected
Hotel Brasil,"Betto, Frei","Soutar, Jethro",Fiction,Mar,2014,Portuguese,Brazil,Undirected
Dead Stars,"Bisama, Alvaro","McDowell, Megan",Fiction,Mar,2014,Spanish,Chile,Undirected
Symmetry Teacher,"Bitov, Andrei","Gannon, Polly",Fiction,July,2014,Russian,Russia,Undirected
"Nothing For You Here, Young Man","Blais, Marie-Claire","Spencer, Nigel",Fiction,June,2014,French,Quebec,Undirected
Corpse Exhibition: And Other Stories of Iraq,"Blasim, Hassan","Wright, Jonathan",Fiction,Feb,2014,Arabic,Iraq,Undirected
Law of Desire,"Blatnik, Andrej","Soban, Tamara",Fiction,Aug,2014,Slovenian,Slovenia,Undirected
Lady in White,"Bobin, Christian","Anderson, Alison",Fiction,Dec,2014,French,France,Undirected
Days of the Deer,"Bodoc, Lilana","Caistor, Nick",Fiction,June,2014,Spanish,Argentina,Undirected
Little Lumpen Novelita,"Bolano, Roberto","Wimmer, Natasha",Fiction,Sept,2014,Spanish,Chile,Undirected
Parrots,"Bologna, Filippo","Curtis, Howard",Fiction,May,2014,Italian,Italy,Undirected
Rapids,"Boltshauser, Patrick","Arnds, Peter",Fiction,Apr,2014,German,Liechtenstein,Undirected
Passion,"Bonelli, Florencia","Peele, Rosemary",Fiction,Jan,2014,Spanish,Argentina,Undirected
Digamma,"Bonnefoy, Yves","Rogers, Hoyt",Poetry,Feb,2014,French,France,Undirected
Collected Poems,"Brambach, Rainer","Kinsky, Esther",Poetry,Feb,2014,German,Switzerland,Undirected
Rubble Flora,"Braun, Volker","Constantine, David",Poetry,Sept,2014,German,Germany,Undirected
Love Poems,"Brecht, Bertolt","Constantine, David",Poetry,Nov,2014,German,Germany,Undirected
Where Monsters Dwell,"Brekke, Jorgen","Murray, Steven",Fiction,Feb,2014,Norwegian,Norway,Undirected
Just Call Me a Superhero,"Bronsky, Alina","Mohr, Tim",Fiction,Nov,2014,German,Germany,Undirected
Literature Express,"Bugadze, Lasha","Kiasashvili, Maya",Fiction,Jan,2014,Georgian,Georgia,Undirected
Adibas,"Burchuladze, Zaza","Wiedling, Thomas",Fiction,Jan,2014,Georgian,Georgia,Undirected
Memory of Flames,"Cabasson, Armand","Reid, Isabel",Fiction,Dec,2014,French,France,Undirected
Wolf Hunt,"Cabasson, Armand","Reid, Isabel",Fiction,June,2014,French,France,Undirected
Bride for One Night,"Calderon, Ruth","Kurshan, Ilana",Fiction,Mar,2014,Hebrew,Israel,Undirected
Into the War,"Calvino, Italo","McLaughlin, Martin",Fiction,Sept,2014,Italian,Italy,Undirected
Alp,"Camenisch, Arno","McLaughlin, Donal",Fiction,Apr,2014,German,Switzerland,Undirected
Angelica's Smile,"Camilleri, Andrea","Sartarelli, Stephen",Fiction,July,2014,Italian,Italy,Undirected
Hunting Season,"Camilleri, Andrea","Sartarelli, Stephen",Fiction,Apr,2014,Italian,Italy,Undirected
Encyclopedia of Good Reasons,"Cantieni, Monica","McLaughlin, Donal",Fiction,Feb,2014,German,Switzerland,Undirected
Master of Knots,"Carlotto, Massimo","Woodall, Christopher",Fiction,Jan,2014,Italian,Italy,Undirected
Anton Mallick Wants to Be Happy,"Casariego, Nicolas","Bunstead, Thomas",Fiction,Apr,2014,Spanish,Spain,Undirected
Dark Vales,"Casellas, Raimon","Yates, Alan",Fiction,Sept,2014,Catalan,Spain,Undirected
Killing Needle,"Cauvin, Henry","Pugmire, John",Fiction,June,2014,French,France,Undirected
Conspiracy,"Centeno, Israel","Parra, Guillermo",Fiction,Apr,2014,Spanish,Venezuela,Undirected
Diorama,"Ceron, Rocio","Rosenwong, Anna",Poetry,Apr,2014,Spanish,Mexico,Undirected
Return to My Native Land,"Cesaire, Aime","Berger, John",Poetry,July,2014,French,Martinique,Undirected
Return to Killybegs,"Chalandon, Sorj","Meany Scott, Ursula",Fiction,July,2014,French,France,Undirected
Hypnos,"Char, Rene","Hutchinson, Mark",Poetry,Sept,2014,French,France,Undirected
Fear,"Chevallier, Gabriel","Imrie, Malcolm",Fiction,May,2014,French,France,Undirected
Author and Me,"Chevillard, Eric","Stump, Jordan",Fiction,Oct,2014,French,France,Undirected
Another Man's City,"Choi, In-ho","Fulton, Bruce",Fiction,Oct,2014,Korean,South Korea,Undirected
Square,"Choi, In-hun","Kim, Seong-Kon",Fiction,Oct,2014,Korean,South Korea,Undirected
I Must Be the Wind,"Chung-hee, Moon","Silberg, Richard",Poetry,Dec,2014,Korean,South Korea,Undirected
Tombe,"Cixous, Helene","Milesi, Laurent",Fiction,Dec,2014,French,France,Undirected
Adultery,"Coelho, Paulo","Costa, Margaret Jull",Fiction,Aug,2014,Portuguese,Brazil,Undirected
Deliverance of Evil,"Constantini, Roberto","Thompson, N. S.",Fiction,Feb,2014,Italian,Italy,Undirected
Zenith Hotel,"Coop-Phane, Oscar","Schwartz, Ros",Fiction,Mar,2014,French,France,Undirected
Nazis in the Metro,"Daeninckx, Didier","Moschovakis, Anna",Fiction,Mar,2014,French,France,Undirected
Penguin's Song,"Daoud, Hassan","Booth, Marilyn",Fiction,Nov,2014,Arabic,Lebanon,Undirected
Nothing More to Lose,"Darwish, Najwan","Abu-Zeid, Kareem James",Poetry,Apr,2014,Arabic,"Palestinian Territory, Occupied",Undirected
Jewish Mothers Never Die,"David-Weill, Natalie","??, ??",Fiction,Aug,2014,French,France,Undirected
Day of the Dead,"De Giovanni, Maurizio","Shugaar, Antony",Fiction,Mar,2014,Italian,Italy,Undirected
Buzz,"de la Motte, Anders","Smith, Neil",Fiction,Jan,2014,Swedish,Sweden,Undirected
My Mother-in-Law Drinks,"De Silva, Diego","Shugaar, Antony",Fiction,Dec,2014,Italian,Italy,Undirected
Nothing Holds Back the Night,"De Vigan, Delphine","Miller, George",Fiction,Mar,2014,French,France,Undirected
Viviane,"Deck, Julia","Coverdale, Linda",Fiction,Apr,2014,French,France,Undirected
My Wish List,"Delacourt, Gregoire","Bell, Anthea",Fiction,Apr,2014,French,France,Undirected
Foundling Boy,"Deon, Michel","Evans, Julian",Fiction,Apr,2014,French,France,Undirected
Across Borders,"Di, Xue","Friedman, Alison",Poetry,Apr,2014,Chinese,China,Undirected
Zama,"Di Benedetto, Antonio","Allen, Esther",Fiction,Oct,2014,Spanish,Argentina,Undirected
Four Corners of Palermo,"Di Piazza, Giuseppe","Shugaar, Antony",Fiction,Oct,2014,Italian,Italy,Undirected
Truth about the Harry Quebert Affair,"Dicker, Joel","Taylor, Sam",Fiction,June,2014,French,Switzerland,Undirected
Seven Lives and One Great Love,"Divani, Lena","Matsoukas, Konstantine",Fiction,May,2014,Greek,Greece,Undirected
Sworn Virgin,"Dones, Elvira","Botsford, Clarissa",Fiction,May,2014,Italian,Albania,Undirected
June Rain,"Douaihy, Jabbour","Haydar, Paula",Fiction,July,2014,Arabic,Lebanon,Undirected
Pushkin Hills,"Dovlatov, Sergei","Dovlatov, Katherine",Fiction,Mar,2014,Russian,Russia,Undirected
Thirst,"Dowlatabadi, Mahmoud","Weir, Martin E. ",Fiction,June,2014,Persian,"Iran, Islamic Republic of",Undirected
Endarkenment,"Dragomoshchenko, Arkadii","Ostashevsky, Eugene",Poetry,Jan,2014,Russian,Russia,Undirected
Trieste,"Drndic, Dasa","Elias-Bursac, Ellen",Fiction,Jan,2014,Croatian,Croatia,Undirected
You,"Drvenkar, Zoran","Whiteside, Shaun",Fiction,Aug,2014,German,Germany,Undirected
Avenue of Giants,"Dugain, Marc","Curtis, Howard",Fiction,June,2014,French,France,Undirected
"Writings from the Sand, Volume 2","Eberhardt, Isabelle","Marcus, Karen Melissa",Fiction,May,2014,German,Switzerland,Undirected
1914,"Echenoz, Jean","Coverdale, Linda",Fiction,Jan,2014,French,France,Undirected
Kamal Jann,"Edde, Dominique","Schwartz, Ros",Fiction,June,2014,French,Lebanon,Undirected
Quick Draw,"Ejima, Shu","Scott, Christopher",Fiction,Apr,2014,Japanese,Japan,Undirected
Rain over Baghdad,"El Badry, Hala","Abdel Wahab, Farouk",Fiction,June,2014,Arabic,Egypt,Undirected
House of the Wolf,"El Kamhawi, Ezzat","Roberts, Nancy",Fiction,Apr,2014,Arabic,Egypt,Undirected
Dance of a Sham,"Emond, Paul","Jones, Marlon",Fiction,June,2014,Flemish,Belgium,Undirected
Street of Thieves,"Enard, Mathias","Mandell, Charlotte",Fiction,Nov,2014,French,France,Undirected
On Earth as It Is in Heaven,"Enia, Davide","Shugaar, Antony",Fiction,Mar,2014,Italian,Italy,Undirected
Mr. Zed's Reflections,"Enzensberger, Hans Magnus","Chalmers, Martin",Fiction,Oct,2014,German,Germany,Undirected
"Black Lies, Red Blood","Eriksson, Kjell","Norlen, Paul",Fiction,Apr,2014,Swedish,Sweden,Undirected
End of Days,"Erpenbeck, Jenny","Bernofsky, Susan",Fiction,Nov,2014,German,Germany,Undirected
Lord of All Things,"Eschbach, Andreas","Willcocks, Samuel",Fiction,Jan,2014,German,Germany,Undirected
Awakening of Miss Prim,"Fenollera, Natalia Sanmartin","??, ??",Fiction,July,2014,Spanish,Spain,Undirected
Corner of the World,"Fernandez-Pintado, Mylene","Cluster, Dick",Fiction,Sept,2014,Spanish,Cuba,Undirected
Those Who Leave and Those Who Stay,"Ferrante, Elena","Goldstein, Ann",Fiction,Sept,2014,Italian,Italy,Undirected
I Called Him Necktie,"Flasar, Milena Michiko","Dickie, Sheila",Fiction,Sept,2014,German,Austria,Undirected
Inside My Own Skin,"Fonclare, Guillaume de","Cloarec, Yves Henri",Fiction,May,2014,French,France,Undirected
Crimes of August,"Fonseca, Rubem","Landers, Clifford",Fiction,Apr,2014,Portuguese,Brazil,Undirected
Seven String Quartets,"Forte, Frederic","Smith, Matthew",Poetry,May,2014,French,France,Undirected
Selected Poems,"Fortes, Corsino","Hahn, Daniel",Fiction,Oct,2014,Portuguese,Cape Verde,Undirected
Melancholy II,"Fosse, Jon","Dickens, Eric",Fiction,Jan,2014,Norwegian,Norway,Undirected
Murder of Harriet Krohn,"Fossum, Karin","??, ??",Fiction,Nov,2014,Norwegian,Norway,Undirected
Golden Throne,"Fox, Katia","??, ??",Fiction,Oct,2014,German,Germany,Undirected
Things Look Different in the Light and Other Stories,"Fraile, Medardo","Costa, Margaret Jull",Fiction,Feb,2014,Spanish,Spain,Undirected
Ready to Burst,"Franketienne, ","Glover, Kaiama",Fiction,Oct,2014,French,Haiti,Undirected
Ashes,"Gakas, Sergios","Stanton-Ife, Anne-Marie",Fiction,July,2014,Greek,Greece,Undirected
Islands,"Gamerro, Carlos","Barnett, Ian",Fiction,Jan,2014,Spanish,Argentina,Undirected
Description of the Lie,"Gamoneda, Antonio","Wellman, Donald",Poetry,Jan,2014,Spanish,Spain,Undirected
Who Is Martha?,"Gaponenko, Marjana","Spencer, Arabella",Fiction,Oct,2014,German,Ukraine,Undirected
A26,"Garnier, Pascal","Florence, Melanie",Fiction,Feb,2014,French,France,Undirected
Front Seat Passenger,"Garnier, Pascal","Aitken, Jane",Fiction,Sept,2014,French,France,Undirected
How's the Pain?,"Garnier, Pascal","Boyce, Emily",Fiction,May,2014,French,France,Undirected
Moon in a Dead Eye,"Garnier, Pascal","Boyce, Emily",Fiction,Aug,2014,French,France,Undirected
Panda Theory,"Garnier, Pascal","Books, Gallic",Fiction,Feb,2014,French,France,Undirected
Evening with Claire,"Gazdanov, Gaito","Daynard, Jodi",Fiction,June,2014,Russian,Russia,Undirected
Rachel,"Gelasimov, Andrei","Schwartz, Marian",Fiction,July,2014,Russian,Russia,Undirected
Live Bait,"Genovesi, Fabio","Moore, Michael",Fiction,June,2014,Italian,Italy,Undirected
"Autumn, All the Cats Return","Georget, Phillippe","Rendall, Steven",Fiction,Oct,2014,French,France,Undirected
People in the Photo,"Gestern, Helene","Boyce, Emily",Fiction,June,2014,French,France,Undirected
Poems to Read on a Streetcar,"Girondo, Oliverio","Cleary, Heather",Poetry,Jan,2014,Spanish,Argentina,Undirected
Metro 2034,"Glukhovsky, Dmitry","??, ??",Fiction,Feb,2014,Russian,Russia,Undirected
Hormone Factory,"Goldschmidt, Saskia","Velmans, Hester",Fiction,Nov,2014,Dutch,Netherlands,Undirected
Eros Is More,"Gonzalez Iglesias, Juan Antonio","Bauer, Curtis",Poetry,Sept,2014,Spanish,Spain,Undirected
Goddess of Small Victories,"Grannec, Yannick","Wood, Willard",Fiction,Sept,2014,French,France,Undirected
I Am the Beggar of the World: Landays from Contemporary Afghanistan,"Griswold, Eliza","Griswold, Eliza",Poetry,Apr,2014,Pashto,Afghanistan,Undirected
All Russians Love Birch Trees,"Grjasnowa, Olga","Bacon, Eva",Fiction,Jan,2014,German,Germany,Undirected
Falling Out of Time,"Grossman, David","Cohen, Jessica",Fiction,Mar,2014,Hebrew,Israel,Undirected
Revolution Baby,"Gruda, Joanna","Anderson, Alison",Fiction,May,2014,French,Quebec,Undirected
Thaw,"Gunnarsson, Olafur","Meyers, Steven",Fiction,Jan,2014,Icelandic,Iceland,Undirected
"Come, Sweet Death!","Haas, Wolf","Janusch, Annie",Fiction,July,2014,German,Germany,Undirected
Resurrection,"Haas, Wolf","Janusch, Annie",Fiction,Feb,2014,German,Germany,Undirected
Chronicles of Majnun Layla and Selected Poems,"Haddad, Qassim","Ghazoul, Ferial",Poetry,Sept,2014,Arabic,Bahrain,Undirected
Taste of Apple Seeds,"Hagena, Katharina","Bulloch, Jamie Lee",Fiction,Feb,2014,German,Germany,Undirected
Iceland,"Hagiwara, Sakutaro","Sato, Hiroaki",Poetry,June,2014,Japanese,Japan,Undirected
Song of Shadows,"Hai, Xiao","Yu, Zhu",Poetry,Jan,2014,Chinese,China,Undirected
Uzupis Republic,"Hailji, ","Fulton, Bruce",Fiction,Oct,2014,Korean,South Korea,Undirected
Monastery,"Halfon, Eduardo","Dillman, Lisa",Fiction,Oct,2014,Spanish,Guatemala,Undirected
Invisible Circle,"Halter, Paul","Pugmire, John",Fiction,July,2014,French,France,Undirected
Storm Still,"Handke, Peter","Chalmers, Martin",Fiction,Feb,2014,German,Austria,Undirected
Before I Burn,"Heivoll, Gaute","Bartlett, Don",Fiction,Jan,2014,Norwegian,Norway,Undirected
So Long Marianne,"Hesthamar, Kari","Goldman, Helle",Fiction,June,2014,Norwegian,Norway,Undirected
Malice,"Higashino, Keigo","Smith, Alexander",Fiction,Oct,2014,Japanese,Japan,Undirected
Salvation of a Saint,"Higashino, Keigo","Smith, Alexander",Fiction,Sept,2014,Japanese,Japan,Undirected
Good Suicides,"Hill, Antonio","McGloughlin, Laura",Fiction,June,2014,Spanish,Spain,Undirected
Letters from a Seducer,"Hilst, Hilda","Keene, John",Fiction,Feb,2014,Portuguese,Brazil,Undirected
With My Dog Eyes,"Hilst, Hilda","Morris, Adam",Fiction,Apr,2014,Portuguese,Brazil,Undirected
Guest Cat,"Hiraide, Takashi","Selland, Eric",Fiction,Jan,2014,Japanese,Japan,Undirected
Killing the Second Dog,"Hlasko, Marek","Mirkowicz, Tomasz",Fiction,Mar,2014,Polish,Poland,Undirected
Closed for Winter,"Horst, Jorn Lier","Bruce, Anne",Fiction,Mar,2014,Norwegian,Norway,Undirected
Ludwig's Room,"Hotschnig, Alois","Lewis, Tess",Fiction,May,2014,German,Austria,Undirected
Harlequin's Millions,"Hrabal, Bohumil","Knecht, Stacey",Fiction,May,2014,Czech,Czech Republic,Undirected
Rambling On: An Apprentice's Guide to the Gift of the Gab,"Hrabal, Bohumil","Short, David",Fiction,Mar,2014,Czech,Czech Republic,Undirected
Boy in the Twilight,"Hua, Yu","Barr, Allan",Fiction,Jan,2014,Chinese,China,Undirected
Nest of Worlds,"Huberath, Marek","Kandel, Michael",Fiction,Jan,2014,Polish,Poland,Undirected
Other Lives,"Humaydan, Iman","Hartman, Michelle",Fiction,Apr,2014,Arabic,Lebanon,Undirected
Shadow of Arms,"Hwang, Sok-yong","Kyung-Ja, Chun",Fiction,Apr,2014,Korean,South Korea,Undirected
"Beirut, Beirut","Ibrahim, Sonallah","Rossetti, Chip",Fiction,Nov,2014,Arabic,Egypt,Undirected
Black Skies,"Indridason, Arnaldur","Cribb, Victoria",Fiction,Sept,2014,Icelandic,Iceland,Undirected
Strange Shores,"Indridason, Arnaldur","Cribb, Victoria",Fiction,Aug,2014,Icelandic,Iceland,Undirected
Hunting Gun,"Inoue, Yashushi","Emmerich, Michael",Fiction,Sept,2014,Japanese,Japan,Undirected
Underground,"Ismailov, Hamid","Ermakova, Carol",Fiction,Jan,2014,Russian,Russia,Undirected
Barbara,"Jacobsen, Jorgen-Frantz","Jones, W. Glyn",Fiction,Apr,2014,Danish,Faroe Islands,Undirected
Tree with No Name,"Jancar, Drago","Biggins, Michael",Fiction,Aug,2014,Slovenian,Slovenia,Undirected
Killer's Island,"Jansson, Anna","Koch, Enar Henning",Fiction,Jan,2014,Swedish,Sweden,Undirected
Breath of the Rose,"Japp, Andrea","Garcia, Lorenza",Fiction,Nov,2014,French,France,Undirected
Divine Blood,"Japp, Andrea","Garcia, Lorenza",Fiction,Dec,2014,French,France,Undirected
Season of the Beast,"Japp, Andrea","Garcia, Lorenza",Fiction,Oct,2014,French,France,Undirected
Legs of Izolda Morgan,"Jasienski, Bruno","Gauger, Soren",Fiction,May,2014,Polish,Poland,Undirected
Devil Is a Black Dog,"Jaszberenyi, Sandor","Ellis, M. Henderson",Fiction,Dec,2014,Hungarian,Hungary,Undirected
Oathbreaker,"Jensen, Martin","Chace, Tara",Fiction,Mar,2014,Danish,Denmark,Undirected
Brotherhood of Book Hunters,"Jerusalmy, Raphael","Curtis, Howard",Fiction,Nov,2014,French,France,Undirected
Our Happy Time,"Ji-young, Gong","Kim-Russell, Sora",Fiction,July,2014,Korean,South Korea,Undirected
Decoded,"Jia, Mai","Milburn, Olivia",Fiction,Mar,2014,Chinese,China,Undirected
Phoenix,"Jianghe, Ouyang","Woerner, Austin",Poetry,Apr,2014,Chinese,China,Undirected
Girl Who Saved the King of Sweden,"Jonasson, Jonas","Wilson-Broyles, Rachel",Fiction,Apr,2014,Swedish,Sweden,Undirected
You Disappear,"Jungersen, Christian","Hoekstra, Misha",Fiction,Jan,2014,Danish,Denmark,Undirected
Dark Angel,"Jungstedt, Mari","Nunnally, Tiina",Fiction,June,2014,Swedish,Sweden,Undirected
Dead of Summer,"Jungstedt, Mari","Nunnally, Tiina",Fiction,Feb,2014,Swedish,Sweden,Undirected
Twilight of the Eastern Gods,"Kadare, Ismail","Bellos, David",Fiction,Nov,2014,French,Albania,Undirected
Autumn Killing,"Kallentoft, Mons","Smith, Neil",Fiction,Sept,2014,Swedish,Sweden,Undirected
Kiraze,"Kamuran, Solmaz","??, ??",Fiction,Nov,2014,Turkish,Turkey,Undirected
Dagny,"Karumidze, Zurab","Kiasashvili, Maya",Fiction,Jan,2014,Georgian,Georgia,Undirected
October Dedications,"Ke, Mang","Klein, Lucas",Poetry,Dec,2014,Chinese,China,Undirected
F,"Kehlmann, Daniel","Janeway, Carol",Fiction,Aug,2014,German,Germany,Undirected
Birth of a Bridge,"Kerangal, Maylis de","Moore, Jessica",Fiction,Sept,2014,French,France,Undirected
Tel Aviv Noir,"Keret, Etgar","Gavron, Assaf",Fiction,Oct,2014,Hebrew,Israel,Undirected
Shiro Project,"Khara, David","Weiner, Sophie",Fiction,Nov,2014,French,France,Undirected
"One Day, Then Another","Kim, Kwang-Kyu","Cho, Young-Shil",Poetry,Apr,2014,Korean,South Korea,Undirected
Scenes from the Enlightenment,"Kim, Namcheon","La Sure, Charles",Fiction,Oct,2014,Korean,South Korea,Undirected
Air Raid,"Kluge, Alexander","Chalmers, Martin",Fiction,Oct,2014,German,Germany,Undirected
My Struggle: Book Three,"Knausgaard, Karl Ove","Bartlett, Don",Fiction,May,2014,Norwegian,Norway,Undirected
Summer House with Swimming Pool,"Koch, Herman","Garrett, Sam",Fiction,June,2014,Dutch,Netherlands,Undirected
Youth,"Koeppen, Wolfgang","Hofmann, Michael",Fiction,Nov,2014,German,Germany,Undirected
Slaves in Their Chains,"Konstantinos, Theotokis","Davies, J.M.Q.",Fiction,May,2014,Greek,Greece,Undirected
Minotaur's Head,"Krajewski, Marek","Stok, Danusia",Fiction,Aug,2014,Polish,Poland,Undirected
Phantoms of Breslau,"Krajewski, Marek","Stok, Danusia",Fiction,Jan,2014,Polish,Poland,Undirected
Rain Girl,"Kreslehner, Gabi","Chadeayne, Lee",Fiction,Aug,2014,German,Austria,Undirected
Someday We'll Tell Each Other Everything,"Krien, Daniela","Bulloch, Jamie",Fiction,Sept,2014,German,Germany,Undirected
Glory of Life,"Kumpfmuller, Michael","Bell, Anthea",Fiction,Aug,2014,German,Germany,Undirected
I Wait for the Moon,"Kuroda, Momoko","Friedman, Abigail",Poetry,Oct,2014,Japanese,Japan,Undirected
Round-Dance of Water,"Kuznetsov, Sergey","Bromfield, Andrew",Fiction,Oct,2014,Russian,Russia,Undirected
Beggar and the Hare,"Kyro, Tuomas","McDuff, David",Fiction,Aug,2014,Finnish,Finland,Undirected
Navidad & Matanza,"Labbe, Carlos","Vanderhyden, Will",Fiction,Apr,2014,Spanish,Chile,Undirected
Hidden Child,"Lackberg, Camilla","Delargy, Marlaine",Fiction,May,2014,Swedish,Sweden,Undirected
We Are the Birds of the Coming Storm,"Lafon, Lola","Ball, David",Fiction,July,2014,French,Romania,Undirected
Dispute Over a Very Italian Piglet,"Lakhous, Amara","Goldstein, Ann",Fiction,Apr,2014,Italian,Morocco,Undirected
Canyon in the Body,"Lan, Lan","Sze-Lorrain, Fiona",Poetry,Feb,2014,Chinese,China,Undirected
Life Deluxe,"Lapidus, Jens","Arbin Ahlander, Astri von",Fiction,Sept,2014,Swedish,Sweden,Undirected
Call of the Kiwi,"Lark, Sarah","Lovett, D.W.",Fiction,May,2014,German,Germany,Undirected
Orphans,"Laroche, Hadrien","Steyn, Jan",Fiction,Oct,2014,French,France,Undirected
Diary of the Fall,"Laub, Michel","Costa, Margaret Jull",Fiction,Aug,2014,Portuguese,Brazil,Undirected
By Night the Mountain Burns,"Laurel, Juan Tomas Avila","Soutar, Jethro",Fiction,Nov,2014,Spanish,Equatorial Guinea,Undirected
Yaroslavl Stories,"Lavrinenko, Anna","Tauchen, Christopher",Fiction,Apr,2014,Russian,Russia,Undirected
Irene,"Lemaitre, Pierre","Wynne, Frank",Fiction,Dec,2014,French,France,Undirected
Works,"Leve, Edouard","Steyn, Jan",Fiction,Aug,2014,French,France,Undirected
Replay,"Levy, Marc","Bignold, Kate",Fiction,June,2014,French,France,Undirected
Watcher,"Link, Charlotte","Tobler, Stefan",Fiction,May,2014,German,Germany,Undirected
Three-Body Problem,"Liu, Cixin","Liu, Ken",Fiction,Oct,2014,Chinese,China,Undirected
