Titles,Source,Target,Genre,Month,Year,Lanuage,Country,Type
And the Rat Laughed,"Semel, Nava",,Fiction,Oct,2008,Hebrew,Israel,Undirected
And the Rat Laughed,"Semel, Nava",Hybrid Publishers,Fiction,Oct,2008,Hebrew,Israel,Undirected
And the Rat Laughed,,Hybrid Publishers,Fiction,Oct,2008,Hebrew,Israel,Undirected
Angel Maker,"Brijs, Stefan","Velmans, Hester",Fiction,Dec,2008,Dutch,Belgium,Undirected
Angel Maker,"Brijs, Stefan",Penguin,Fiction,Dec,2008,Dutch,Belgium,Undirected
Angel Maker,"Velmans, Hester",Penguin,Fiction,Dec,2008,Dutch,Belgium,Undirected
Angels Beneath the Surface: A Selection of Contemporary Slovene Fiction,"Cander, Mitja","various, various",Fiction,Mar,2008,Slovenian,Slovenia,Undirected
Angels Beneath the Surface: A Selection of Contemporary Slovene Fiction,"Cander, Mitja",North Atlantic Books,Fiction,Mar,2008,Slovenian,Slovenia,Undirected
Angels Beneath the Surface: A Selection of Contemporary Slovene Fiction,"various, various",North Atlantic Books,Fiction,Mar,2008,Slovenian,Slovenia,Undirected
Anthology of Modern Urdu Literature: Vol. II,"Farooqi, Mehr Afshan","various, various",Fiction,Jan,2008,Urdu,India,Undirected
Anthology of Modern Urdu Literature: Vol. II,"Farooqi, Mehr Afshan",Oxford University Press,Fiction,Jan,2008,Urdu,India,Undirected
Anthology of Modern Urdu Literature: Vol. II,"various, various",Oxford University Press,Fiction,Jan,2008,Urdu,India,Undirected
Aquamarine,"Pessl, Peter","Kanak, Mark",Fiction,Nov,2008,German,Germany,Undirected
Aquamarine,"Pessl, Peter",Twisted Spoon Press,Fiction,Nov,2008,German,Germany,Undirected
Aquamarine,"Kanak, Mark",Twisted Spoon Press,Fiction,Nov,2008,German,Germany,Undirected
Art Poetique,"Guillevic, Eugene","Smith, Maureen",Poetry,Sept,2008,French,France,Undirected
Art Poetique,"Guillevic, Eugene",Black Widow Press,Poetry,Sept,2008,French,France,Undirected
Art Poetique,"Smith, Maureen",Black Widow Press,Poetry,Sept,2008,French,France,Undirected
As Doha Said,"Taher, Bahaa","Daniel, Peter",Fiction,Dec,2008,Arabic,Egypt,Undirected
As Doha Said,"Taher, Bahaa",American University at Cairo,Fiction,Dec,2008,Arabic,Egypt,Undirected
As Doha Said,"Daniel, Peter",American University at Cairo,Fiction,Dec,2008,Arabic,Egypt,Undirected
As it Turned Out,"Golynko, Dmitry","Ostashevsky, Eugene",Poetry,Nov,2008,Russian,Russia,Undirected
As it Turned Out,"Golynko, Dmitry",Ugly Duckling,Poetry,Nov,2008,Russian,Russia,Undirected
As it Turned Out,"Ostashevsky, Eugene",Ugly Duckling,Poetry,Nov,2008,Russian,Russia,Undirected
Ashantee,"Altenberg, Peter","von Hammerstein, Katharina",Fiction,Jan,2008,German,Austria,Undirected
Ashantee,"Altenberg, Peter",Ariadne Books,Fiction,Jan,2008,German,Austria,Undirected
Ashantee,"von Hammerstein, Katharina",Ariadne Books,Fiction,Jan,2008,German,Austria,Undirected
Bad Blood,"Stankovic, Borisav","Yelesiyevich, Milo",Fiction,Sept,2008,Serbian,Serbia and Montenegro,Undirected
Bad Blood,"Stankovic, Borisav",Serbian Classics Press,Fiction,Sept,2008,Serbian,Serbia and Montenegro,Undirected
Bad Blood,"Yelesiyevich, Milo",Serbian Classics Press,Fiction,Sept,2008,Serbian,Serbia and Montenegro,Undirected
"Baghdad, Mon Amour","Hamdani, Salah Al","Alland, Sonia",Poetry,Apr,2008,French,Iraq,Undirected
"Baghdad, Mon Amour","Hamdani, Salah Al",Curbstone,Poetry,Apr,2008,French,Iraq,Undirected
"Baghdad, Mon Amour","Alland, Sonia",Curbstone,Poetry,Apr,2008,French,Iraq,Undirected
Banalities,"Mozetic, Brane","Zargi, Elizabeta",Poetry,Dec,2008,Slovenian,Slovenia,Undirected
Banalities,"Mozetic, Brane",Midsummer Night's Press,Poetry,Dec,2008,Slovenian,Slovenia,Undirected
Banalities,"Zargi, Elizabeta",Midsummer Night's Press,Poetry,Dec,2008,Slovenian,Slovenia,Undirected
Banquet of Lies,"Zaoui, Amin","Wynne, Frank",Fiction,June,2008,French,Algeria,Undirected
Banquet of Lies,"Zaoui, Amin",Marion Boyars,Fiction,June,2008,French,Algeria,Undirected
Banquet of Lies,"Wynne, Frank",Marion Boyars,Fiction,June,2008,French,Algeria,Undirected
Beautiful Image,"Ayme, Marcel","Lewis, Sophie",Fiction,Feb,2008,French,France,Undirected
Beautiful Image,"Ayme, Marcel",Pushkin Press,Fiction,Feb,2008,French,France,Undirected
Beautiful Image,"Lewis, Sophie",Pushkin Press,Fiction,Feb,2008,French,France,Undirected
Before Saying Any of the Great Words,"Huerta, David","Schafer, Mark",Poetry,Nov,2008,Spanish,Mexico,Undirected
Before Saying Any of the Great Words,"Huerta, David",Copper Canyon,Poetry,Nov,2008,Spanish,Mexico,Undirected
Before Saying Any of the Great Words,"Schafer, Mark",Copper Canyon,Poetry,Nov,2008,Spanish,Mexico,Undirected
Beijing Coma,"Jian, Ma","Drew, Flora",Fiction,June,2008,Chinese,China,Undirected
Beijing Coma,"Jian, Ma",FSG,Fiction,June,2008,Chinese,China,Undirected
Beijing Coma,"Drew, Flora",FSG,Fiction,June,2008,Chinese,China,Undirected
Belonging,"Talebi, Niloufar","Talebi, Niloufar",Poetry,July,2008,Persian,"Iran, Islamic Republic of",Undirected
Belonging,"Talebi, Niloufar",North Atlantic Books,Poetry,July,2008,Persian,"Iran, Islamic Republic of",Undirected
Belonging,"Talebi, Niloufar",North Atlantic Books,Poetry,July,2008,Persian,"Iran, Islamic Republic of",Undirected
Beloved of My Twenty-Seven Senses,"Fastrup, Karen","Chace, Tara",Fiction,May,2008,Danish,Denmark,Undirected
Beloved of My Twenty-Seven Senses,"Fastrup, Karen",Book Thug,Fiction,May,2008,Danish,Denmark,Undirected
Beloved of My Twenty-Seven Senses,"Chace, Tara",Book Thug,Fiction,May,2008,Danish,Denmark,Undirected
Between Two Seas,"Abate, Carmine","Shugaar, Antony",Fiction,Jan,2008,Italian,Italy,Undirected
Between Two Seas,"Abate, Carmine",Europa Editions,Fiction,Jan,2008,Italian,Italy,Undirected
Between Two Seas,"Shugaar, Antony",Europa Editions,Fiction,Jan,2008,Italian,Italy,Undirected
Binu and the Great Wall: The Myth of Meng,"Tong, Su","Goldblatt, Howard",Fiction,Feb,2008,Chinese,China,Undirected
Binu and the Great Wall: The Myth of Meng,"Tong, Su",Canongate,Fiction,Feb,2008,Chinese,China,Undirected
Binu and the Great Wall: The Myth of Meng,"Goldblatt, Howard",Canongate,Fiction,Feb,2008,Chinese,China,Undirected
Birdsong on the Seabed,"Shvarts, Elena","Dugdale, Sasha",Poetry,June,2008,Russian,Russia,Undirected
Birdsong on the Seabed,"Shvarts, Elena",Bloodaxe,Poetry,June,2008,Russian,Russia,Undirected
Birdsong on the Seabed,"Dugdale, Sasha",Bloodaxe,Poetry,June,2008,Russian,Russia,Undirected
"Black Dog, Black Night","Do, Nguyen","Hoover, Paul",Poetry,Feb,2008,Vietnamese,Viet Nam (Vietnam),Undirected
"Black Dog, Black Night","Do, Nguyen",Milkweed,Poetry,Feb,2008,Vietnamese,Viet Nam (Vietnam),Undirected
"Black Dog, Black Night","Hoover, Paul",Milkweed,Poetry,Feb,2008,Vietnamese,Viet Nam (Vietnam),Undirected
Black Mirror and Other Stories,"Rottensteiner, Franz","Mitchell, Mike",Fiction,Dec,2008,German,Germany,Undirected
Black Mirror and Other Stories,"Rottensteiner, Franz",Wesleyan University Press,Fiction,Dec,2008,German,Germany,Undirected
Black Mirror and Other Stories,"Mitchell, Mike",Wesleyan University Press,Fiction,Dec,2008,German,Germany,Undirected
Black Seconds,"Fossum, Karin","Barslund, Charlotte",Fiction,July,2008,Norwegian,Norway,Undirected
Black Seconds,"Fossum, Karin",Harcourt,Fiction,July,2008,Norwegian,Norway,Undirected
Black Seconds,"Barslund, Charlotte",Harcourt,Fiction,July,2008,Norwegian,Norway,Undirected
Blackout,"Morozzi, Gianluca","Curtis, Howard",Fiction,Nov,2008,Italian,Italy,Undirected
Blackout,"Morozzi, Gianluca",Bitter Lemon,Fiction,Nov,2008,Italian,Italy,Undirected
Blackout,"Curtis, Howard",Bitter Lemon,Fiction,Nov,2008,Italian,Italy,Undirected
Blade of the Courtesans,"Ryu, Keiichiro","Vardaman, James",Fiction,Oct,2008,Japanese,Japan,Undirected
Blade of the Courtesans,"Ryu, Keiichiro",Vertical,Fiction,Oct,2008,Japanese,Japan,Undirected
Blade of the Courtesans,"Vardaman, James",Vertical,Fiction,Oct,2008,Japanese,Japan,Undirected
Blaft Anthology of Tamil Pulp Fiction,"Various, Various","Chakravarty, Pritham",Fiction,May,2008,Tamil,India,Undirected
Blaft Anthology of Tamil Pulp Fiction,"Various, Various",Blaft,Fiction,May,2008,Tamil,India,Undirected
Blaft Anthology of Tamil Pulp Fiction,"Chakravarty, Pritham",Blaft,Fiction,May,2008,Tamil,India,Undirected
Blessed Child,"Ullmann, Linn","Death, Sarah",Fiction,Aug,2008,Norwegian,Norway,Undirected
Blessed Child,"Ullmann, Linn",Knopf,Fiction,Aug,2008,Norwegian,Norway,Undirected
Blessed Child,"Death, Sarah",Knopf,Fiction,Aug,2008,Norwegian,Norway,Undirected
Blood of the Quill: Selected Poetry from Kosovo,"Shkreli, Azem","Elsie, Robert",Poetry,Sept,2008,Albanian,Albania,Undirected
Blood of the Quill: Selected Poetry from Kosovo,"Shkreli, Azem",Green Integer,Poetry,Sept,2008,Albanian,Albania,Undirected
Blood of the Quill: Selected Poetry from Kosovo,"Elsie, Robert",Green Integer,Poetry,Sept,2008,Albanian,Albania,Undirected
Blood Test,"Beydoun, Abbas","Weiss, Max",Fiction,Nov,2008,Arabic,Lebanon,Undirected
Blood Test,"Beydoun, Abbas",Syracuse University Press,Fiction,Nov,2008,Arabic,Lebanon,Undirected
Blood Test,"Weiss, Max",Syracuse University Press,Fiction,Nov,2008,Arabic,Lebanon,Undirected
Blue Fox,"Sjon, ","Cribb, Victoria",Fiction,Sept,2008,Icelandic,Iceland,Undirected
Blue Fox,"Sjon, ",Telegram,Fiction,Sept,2008,Icelandic,Iceland,Undirected
Blue Fox,"Cribb, Victoria",Telegram,Fiction,Sept,2008,Icelandic,Iceland,Undirected
Blue Wolf: A Novel of the Life of Chinggis Khan,"Yashushi, Inoue","Fogel, Joshua",Fiction,Nov,2008,Japanese,Japan,Undirected
Blue Wolf: A Novel of the Life of Chinggis Khan,"Yashushi, Inoue",Columbia University Press,Fiction,Nov,2008,Japanese,Japan,Undirected
Blue Wolf: A Novel of the Life of Chinggis Khan,"Fogel, Joshua",Columbia University Press,Fiction,Nov,2008,Japanese,Japan,Undirected
Bonsai,"Zambra, Alejandro","De Robertis, Carolina",Fiction,Oct,2008,Spanish,Chile,Undirected
Bonsai,"Zambra, Alejandro",Melville House,Fiction,Oct,2008,Spanish,Chile,Undirected
Bonsai,"De Robertis, Carolina",Melville House,Fiction,Oct,2008,Spanish,Chile,Undirected
Book of Chameleons,"Agualusa, Jose Eduardo","Hahn, Daniel",Fiction,June,2008,Portuguese,Angola,Undirected
Book of Chameleons,"Agualusa, Jose Eduardo",Simon & Schuster,Fiction,June,2008,Portuguese,Angola,Undirected
Book of Chameleons,"Hahn, Daniel",Simon & Schuster,Fiction,June,2008,Portuguese,Angola,Undirected
Book of Murder,"Martinez, Guillermo","Soto, Sonia",Fiction,Sept,2008,Spanish,Argentina,Undirected
Book of Murder,"Martinez, Guillermo",Viking,Fiction,Sept,2008,Spanish,Argentina,Undirected
Book of Murder,"Soto, Sonia",Viking,Fiction,Sept,2008,Spanish,Argentina,Undirected
Breaking Knees,"Tamer, Zakaria","Muhawi, Ibrahim",Fiction,Aug,2008,Arabic,Syrian Arab Republic,Undirected
Breaking Knees,"Tamer, Zakaria",Garnet Publishing,Fiction,Aug,2008,Arabic,Syrian Arab Republic,Undirected
Breaking Knees,"Muhawi, Ibrahim",Garnet Publishing,Fiction,Aug,2008,Arabic,Syrian Arab Republic,Undirected
Breaking the Willow,"Lunde, David","Lunde, David",Poetry,Oct,2008,Chinese,China,Undirected
Breaking the Willow,"Lunde, David",White Pine,Poetry,Oct,2008,Chinese,China,Undirected
Breaking the Willow,"Lunde, David",White Pine,Poetry,Oct,2008,Chinese,China,Undirected
Brida,"Coelho, Paulo","Mira, Montserrat",Fiction,July,2008,Portuguese,Brazil,Undirected
Brida,"Coelho, Paulo",HarperCollins,Fiction,July,2008,Portuguese,Brazil,Undirected
Brida,"Mira, Montserrat",HarperCollins,Fiction,July,2008,Portuguese,Brazil,Undirected
Budding Tree,"Kitahara, Aiko","MacDonald, Ian",Fiction,Jan,2008,Japanese,Japan,Undirected
Budding Tree,"Kitahara, Aiko",Dalkey Archive,Fiction,Jan,2008,Japanese,Japan,Undirected
Budding Tree,"MacDonald, Ian",Dalkey Archive,Fiction,Jan,2008,Japanese,Japan,Undirected
Burning Cartography,"Benegas, Noni","Valis, Noel",Poetry,Apr,2008,Spanish,Argentina,Undirected
Burning Cartography,"Benegas, Noni",Host Publications,Poetry,Apr,2008,Spanish,Argentina,Undirected
Burning Cartography,"Valis, Noel",Host Publications,Poetry,Apr,2008,Spanish,Argentina,Undirected
Cadence of the Moon,"Olivas, Oscar Nunez","Griffin, Joanna",Fiction,Apr,2008,Spanish,Costa Rica,Undirected
Cadence of the Moon,"Olivas, Oscar Nunez",Aflame Books,Fiction,Apr,2008,Spanish,Costa Rica,Undirected
Cadence of the Moon,"Griffin, Joanna",Aflame Books,Fiction,Apr,2008,Spanish,Costa Rica,Undirected
Cage,"Cabral, Astrid","Levitin, Alexis",Poetry,June,2008,Portuguese,Brazil,Undirected
Cage,"Cabral, Astrid",Host Publications,Poetry,June,2008,Portuguese,Brazil,Undirected
Cage,"Levitin, Alexis",Host Publications,Poetry,June,2008,Portuguese,Brazil,Undirected
Cairo Modern,"Mahfouz, Naguib","Hutchins, William M.",Fiction,May,2008,Arabic,Egypt,Undirected
Cairo Modern,"Mahfouz, Naguib",American University at Cairo,Fiction,May,2008,Arabic,Egypt,Undirected
Cairo Modern,"Hutchins, William M.",American University at Cairo,Fiction,May,2008,Arabic,Egypt,Undirected
Camera,"Toussaint, Jean-Philippe","Smith, Matthew",Fiction,Nov,2008,French,France,Undirected
Camera,"Toussaint, Jean-Philippe",Dalkey Archive,Fiction,Nov,2008,French,France,Undirected
Camera,"Smith, Matthew",Dalkey Archive,Fiction,Nov,2008,French,France,Undirected
Castle of Dreams,"Jouvet, Michel","Garey, Laurence",Fiction,Sept,2008,French,France,Undirected
Castle of Dreams,"Jouvet, Michel",MIT,Fiction,Sept,2008,French,France,Undirected
Castle of Dreams,"Garey, Laurence",MIT,Fiction,Sept,2008,French,France,Undirected
Castorp,"Huelle, Pawel","Lloyd-Jones, Antonia",Fiction,Sept,2008,Polish,Poland,Undirected
Castorp,"Huelle, Pawel",Serpent's Tail,Fiction,Sept,2008,Polish,Poland,Undirected
Castorp,"Lloyd-Jones, Antonia",Serpent's Tail,Fiction,Sept,2008,Polish,Poland,Undirected
Cell Block Five,"Azzawi, Fadhil Al","Hutchins, William M.",Fiction,Apr,2008,Arabic,Iraq,Undirected
Cell Block Five,"Azzawi, Fadhil Al",American University at Cairo,Fiction,Apr,2008,Arabic,Iraq,Undirected
Cell Block Five,"Hutchins, William M.",American University at Cairo,Fiction,Apr,2008,Arabic,Iraq,Undirected
Chagall and a Tree Leaf,"Tanikawa, Shuntaro","Elliott, William",Poetry,May,2008,Japanese,Japan,Undirected
Chagall and a Tree Leaf,"Tanikawa, Shuntaro",Katydid Books,Poetry,May,2008,Japanese,Japan,Undirected
Chagall and a Tree Leaf,"Elliott, William",Katydid Books,Poetry,May,2008,Japanese,Japan,Undirected
Chez Moi,"Desarthe, Agnes","Hunter, Adriana",Fiction,Apr,2008,French,France,Undirected
Chez Moi,"Desarthe, Agnes",Penguin,Fiction,Apr,2008,French,France,Undirected
Chez Moi,"Hunter, Adriana",Penguin,Fiction,Apr,2008,French,France,Undirected
Chicago,"Aswany, Alaa Al","Wahab, Farouk Abdel",Fiction,Oct,2008,Arabic,Egypt,Undirected
Chicago,"Aswany, Alaa Al",HarperCollins,Fiction,Oct,2008,Arabic,Egypt,Undirected
Chicago,"Wahab, Farouk Abdel",HarperCollins,Fiction,Oct,2008,Arabic,Egypt,Undirected
Child of All Nations,"Keun, Irmgard","Hofmann, Michael",Fiction,Sept,2008,German,Germany,Undirected
Child of All Nations,"Keun, Irmgard",Overlook,Fiction,Sept,2008,German,Germany,Undirected
Child of All Nations,"Hofmann, Michael",Overlook,Fiction,Sept,2008,German,Germany,Undirected
Children of Heroes,"Trouillot, Lyonel","Coverdale, Linda",Fiction,May,2008,French,Haiti,Undirected
Children of Heroes,"Trouillot, Lyonel",University of Nebraska,Fiction,May,2008,French,Haiti,Undirected
Children of Heroes,"Coverdale, Linda",University of Nebraska,Fiction,May,2008,French,Haiti,Undirected
Clash of Civilizations Over an Elevator in Piazza Vittorio,"Lakhous, Amara","Goldstein, Ann",Fiction,Oct,2008,Italian,Italy,Undirected
Clash of Civilizations Over an Elevator in Piazza Vittorio,"Lakhous, Amara",Europa Editions,Fiction,Oct,2008,Italian,Italy,Undirected
Clash of Civilizations Over an Elevator in Piazza Vittorio,"Goldstein, Ann",Europa Editions,Fiction,Oct,2008,Italian,Italy,Undirected
Classical Chinese Poetry,"Hinton, David","Hinton, David",Poetry,Oct,2008,Chinese,China,Undirected
Classical Chinese Poetry,"Hinton, David",FSG,Poetry,Oct,2008,Chinese,China,Undirected
Classical Chinese Poetry,"Hinton, David",FSG,Poetry,Oct,2008,Chinese,China,Undirected
Cliffs,"Adam, Olivier","Rose, Sue",Fiction,Jan,2008,French,France,Undirected
Cliffs,"Adam, Olivier",Pushkin Press,Fiction,Jan,2008,French,France,Undirected
Cliffs,"Rose, Sue",Pushkin Press,Fiction,Jan,2008,French,France,Undirected
Close to Jedenew,"Vennemann, Kevin","Benjamin, Ross",Fiction,Feb,2008,German,Germany,Undirected
Close to Jedenew,"Vennemann, Kevin",Melville House,Fiction,Feb,2008,German,Germany,Undirected
Close to Jedenew,"Benjamin, Ross",Melville House,Fiction,Feb,2008,German,Germany,Undirected
Collar and the Bracelet,"Abdullah, Yahya Taher","Selim, Samah",Fiction,Mar,2008,Arabic,Egypt,Undirected
Collar and the Bracelet,"Abdullah, Yahya Taher",American University at Cairo,Fiction,Mar,2008,Arabic,Egypt,Undirected
Collar and the Bracelet,"Selim, Samah",American University at Cairo,Fiction,Mar,2008,Arabic,Egypt,Undirected
Contemporary Iraqi Fiction,"Mustafa, Shakir","Mustafa, Shakir",Fiction,May,2008,Arabic,Iraq,Undirected
Contemporary Iraqi Fiction,"Mustafa, Shakir",Syracuse University Press,Fiction,May,2008,Arabic,Iraq,Undirected
Contemporary Iraqi Fiction,"Mustafa, Shakir",Syracuse University Press,Fiction,May,2008,Arabic,Iraq,Undirected
Contemporary Russian Poetry,"Bunimovich, Evgeny","various, various",Poetry,Jan,2008,Russian,Russia,Undirected
Contemporary Russian Poetry,"Bunimovich, Evgeny",Dalkey Archive,Poetry,Jan,2008,Russian,Russia,Undirected
Contemporary Russian Poetry,"various, various",Dalkey Archive,Poetry,Jan,2008,Russian,Russia,Undirected
Cosmos Incorporated,"Dantec, Maurice","Kover, Tina",Fiction,May,2008,French,France,Undirected
Cosmos Incorporated,"Dantec, Maurice",Del Rey,Fiction,May,2008,French,France,Undirected
Cosmos Incorporated,"Kover, Tina",Del Rey,Fiction,May,2008,French,France,Undirected
Crane,"Barakat, Halim","Frangieh, Bassam",Fiction,May,2008,Arabic,Syrian Arab Republic,Undirected
Crane,"Barakat, Halim",American University at Cairo,Fiction,May,2008,Arabic,Syrian Arab Republic,Undirected
Crane,"Frangieh, Bassam",American University at Cairo,Fiction,May,2008,Arabic,Syrian Arab Republic,Undirected
Creator's Map,"Calderon, Emilio","Silver, Katherine",Fiction,July,2008,Spanish,Spain,Undirected
Creator's Map,"Calderon, Emilio",Penguin,Fiction,July,2008,Spanish,Spain,Undirected
Creator's Map,"Silver, Katherine",Penguin,Fiction,July,2008,Spanish,Spain,Undirected
Crimini,"Ammaniti, Niccolo","Brown, Andrew",Fiction,Apr,2008,Italian,Italy,Undirected
Crimini,"Ammaniti, Niccolo",Bitter Lemon,Fiction,Apr,2008,Italian,Italy,Undirected
Crimini,"Brown, Andrew",Bitter Lemon,Fiction,Apr,2008,Italian,Italy,Undirected
Curse of Eve & Other Stories,"Blum, Liliana","Kamei, Toshiya",Fiction,Sept,2008,Spanish,Mexico,Undirected
Curse of Eve & Other Stories,"Blum, Liliana",Host Publications,Fiction,Sept,2008,Spanish,Mexico,Undirected
Curse of Eve & Other Stories,"Kamei, Toshiya",Host Publications,Fiction,Sept,2008,Spanish,Mexico,Undirected
Customer Service,"Duteurtre, Benoit","Benderson, Bruce",Fiction,July,2008,French,France,Undirected
Customer Service,"Duteurtre, Benoit",Melville House,Fiction,July,2008,French,France,Undirected
Customer Service,"Benderson, Bruce",Melville House,Fiction,July,2008,French,France,Undirected
Dancer and the Thief,"Skarmeta, Antonio","Silver, Katherine",Fiction,Feb,2008,Spanish,Chile,Undirected
Dancer and the Thief,"Skarmeta, Antonio",W.W. Norton,Fiction,Feb,2008,Spanish,Chile,Undirected
Dancer and the Thief,"Silver, Katherine",W.W. Norton,Fiction,Feb,2008,Spanish,Chile,Undirected
Darkroom of Damocles,"Hermans, Willem Frederik","Rilke, Ina",Fiction,June,2008,Dutch,Netherlands,Undirected
Darkroom of Damocles,"Hermans, Willem Frederik",Overlook,Fiction,June,2008,Dutch,Netherlands,Undirected
Darkroom of Damocles,"Rilke, Ina",Overlook,Fiction,June,2008,Dutch,Netherlands,Undirected
"David Golder, The Ball, Snow in Autum, The Courilof Affair","Nemirovsky, Irene","Smith, Sandra",Fiction,Jan,2008,French,France,Undirected
"David Golder, The Ball, Snow in Autum, The Courilof Affair","Nemirovsky, Irene",Everyman's Library,Fiction,Jan,2008,French,France,Undirected
"David Golder, The Ball, Snow in Autum, The Courilof Affair","Smith, Sandra",Everyman's Library,Fiction,Jan,2008,French,France,Undirected
Dearest Anne,"Katzir, Judith","Bilu, Dalya",Fiction,May,2008,Hebrew,Israel,Undirected
Dearest Anne,"Katzir, Judith",Feminist Press,Fiction,May,2008,Hebrew,Israel,Undirected
Dearest Anne,"Bilu, Dalya",Feminist Press,Fiction,May,2008,Hebrew,Israel,Undirected
Death Rites,"Gimenez-Bartlett, Alicia","Dunne, Jonathan",Fiction,June,2008,Spanish,Spain,Undirected
Death Rites,"Gimenez-Bartlett, Alicia",Europa Editions,Fiction,June,2008,Spanish,Spain,Undirected
Death Rites,"Dunne, Jonathan",Europa Editions,Fiction,June,2008,Spanish,Spain,Undirected
Death with Interruptions,"Saramago, Jose","Costa, Margaret Jull",Fiction,Oct,2008,Portuguese,Portugal,Undirected
Death with Interruptions,"Saramago, Jose",Harcourt,Fiction,Oct,2008,Portuguese,Portugal,Undirected
Death with Interruptions,"Costa, Margaret Jull",Harcourt,Fiction,Oct,2008,Portuguese,Portugal,Undirected
Death's Homeland,"Dragojlovic, Dragan","Lazarevic, Stanislava",Poetry,Apr,2008,Serbian,Serbia and Montenegro,Undirected
Death's Homeland,"Dragojlovic, Dragan",Curbstone,Poetry,Apr,2008,Serbian,Serbia and Montenegro,Undirected
Death's Homeland,"Lazarevic, Stanislava",Curbstone,Poetry,Apr,2008,Serbian,Serbia and Montenegro,Undirected
Detective Story,"Kertesz, Imre","Wilkinson, Tim",Fiction,Jan,2008,Hungarian,Hungary,Undirected
Detective Story,"Kertesz, Imre",Knopf,Fiction,Jan,2008,Hungarian,Hungary,Undirected
Detective Story,"Wilkinson, Tim",Knopf,Fiction,Jan,2008,Hungarian,Hungary,Undirected
Diary of a Blood Donor,"Unt, Mati","Eert, Ants",Fiction,May,2008,Estonian,Estonia,Undirected
Diary of a Blood Donor,"Unt, Mati",Dalkey Archive,Fiction,May,2008,Estonian,Estonia,Undirected
Diary of a Blood Donor,"Eert, Ants",Dalkey Archive,Fiction,May,2008,Estonian,Estonia,Undirected
Diary of a Maidservant,"Vaid, Krishna Baldev","Sengupta, Sagaree",Fiction,Jan,2008,Hindi,India,Undirected
Diary of a Maidservant,"Vaid, Krishna Baldev",Oxford University Press,Fiction,Jan,2008,Hindi,India,Undirected
Diary of a Maidservant,"Sengupta, Sagaree",Oxford University Press,Fiction,Jan,2008,Hindi,India,Undirected
Different Practice,"Nyberg, Fredrik","Hayashida, Jennifer",Poetry,Apr,2008,Swedish,Sweden,Undirected
Different Practice,"Nyberg, Fredrik",Ugly Duckling,Poetry,Apr,2008,Swedish,Sweden,Undirected
Different Practice,"Hayashida, Jennifer",Ugly Duckling,Poetry,Apr,2008,Swedish,Sweden,Undirected
Discovery of Dawn,"Veltroni, Walter","Hofstadter, Douglas",Fiction,Sept,2008,Italian,Italy,Undirected
Discovery of Dawn,"Veltroni, Walter",Rizzoli,Fiction,Sept,2008,Italian,Italy,Undirected
Discovery of Dawn,"Hofstadter, Douglas",Rizzoli,Fiction,Sept,2008,Italian,Italy,Undirected
Divertimenti and Variations,"Doderer, Heimito von","Kling, Vincent",Fiction,June,2008,German,Austria,Undirected
