Titles,Source,Target,Genre,Month,Year,Lanuage,Country,Type
Transfer Fat,"Berg, Aase","Goransson, Johannes",Poetry,Mar,2012,Swedish,Sweden,Undirected
"Me, Who Dove into the Heart of the World","Berman, Sabina","Dillman, Lisa",Fiction,Aug,2012,Spanish,Mexico,Undirected
Bedroom,"Bertolucci, Attilio","Bonaffini, Luigi",Fiction,Mar,2012,Italian,Italy,Undirected
Kaltenburg,"Beyer, Marcel","Bance, Alan",Fiction,Apr,2012,German,Germany,Undirected
Welcome to Paradise,"Binebine, Mahi","Norman, Lulu",Fiction,Apr,2012,French,Morocco,Undirected
HHhH,"Binet, Laurent","Taylor, Sam",Fiction,May,2012,French,France,Undirected
She Wore Only White,"Binkert, Dorthe","Schuldt, Lesley",Fiction,Apr,2012,German,Germany,Undirected
Farewell to Freedom,"Blaedel, Sara","Macki, Erik",Fiction,Dec,2012,Danish,Denmark,Undirected
Only One Life,"Blaedel, Sara","Macki, Erik",Fiction,Sept,2012,Danish,Denmark,Undirected
Drowned,"Bohman, Therese","Delargy, Marlaine",Fiction,May,2012,Swedish,Sweden,Undirected
Love Story,"Boissard, Janine","Achiron, Marilyn",Fiction,May,2012,French,France,Undirected
Secret of Evil,"Bolano, Roberto","Andrews, Chris",Fiction,Apr,2012,Spanish,Chile,Undirected
Woes of a True Policeman,"Bolano, Roberto","Wimmer, Natasha",Fiction,Nov,2012,Spanish,Chile,Undirected
Second Simplicity,"Bonnefoy, Yves","Rogers, Hoyt",Poetry,Jan,2012,French,France,Undirected
Cold Angel,"Bosetzky, Horst","Miller, Catherine Dop",Fiction,Feb,2012,German,Germany,Undirected
Present Participle,"Bosquet, Oscarine","Riggs, Sarah",Poetry,Nov,2012,French,France,Undirected
Cocaine Salesman,"Braam, Conny","Reeder, Jonathan",Fiction,July,2012,Dutch,Netherlands,Undirected
Spilt Milk,"Buarque, Chico","Entrekin, Alison",Fiction,Aug,2012,Portuguese,Brazil,Undirected
Kin,"Burstein, Dror","Bilu, Dalya",Fiction,Nov,2012,Hebrew,Israel,Undirected
Zurich Conspiracy,"Calonego, Bernadette","Chapple, Gerald",Fiction,June,2012,German,Switzerland,Undirected
P.O. Box Love,"Calvetti, Paola","Appel, Anne Milano",Fiction,Feb,2012,Italian,Italy,Undirected
Age of Doubt,"Camilleri, Andrea","Sartarelli, Stephen",Fiction,June,2012,Italian,Italy,Undirected
Leon and Louise,"Capus, Alex","Brownjohn, John",Fiction,Oct,2012,German,Switzerland,Undirected
Parterre,"Carlo, Elias","Myers, Robin",Poetry,Oct,2012,Spanish,Mexico,Undirected
Whisperer,"Carrisi, Donato","Whiteside, Shaun",Fiction,Jan,2012,Italian,Italy,Undirected
Frozen Moment,"Ceder, Camilla","Delargy, Marlaine",Fiction,May,2012,Swedish,Sweden,Undirected
Laurels of Lake Constance,"Chaix, Marie","Mathews, Harry",Fiction,June,2012,French,France,Undirected
"Silences, or a Woman's Life","Chaix, Marie","Mathews, Harry",Fiction,Dec,2012,French,France,Undirected
Fat Years,"Chan, Koonchung","Duke, Michael",Fiction,Jan,2012,Chinese,China,Undirected
Word as Archipelago,"Char, Rene","Baker, Robert",Poetry,Sept,2012,French,France,Undirected
Planets,"Chejfec, Sergio","Cleary, Heather",Fiction,June,2012,Spanish,Argentina,Undirected
Prehistoric Times,"Chevillard, Eric","Waters, Alyson",Fiction,Mar,2012,French,France,Undirected
Death Sentences,"Chiaki, Kawamata","Lamarre, Thomas",Fiction,Mar,2012,Japanese,Japan,Undirected
Smoke of Distant Fires,"Chirinos, Eduardo","Racz, G. J.",Poetry,Jan,2012,Spanish,Peru,Undirected
No Variations,"Chitarroni, Luis","McNeil, Rhett",Fiction,July,2012,Spanish,Argentina,Undirected
Time of Women,"Chizhova, Elena","Patterson, Simon",Fiction,Feb,2012,Russian,Russia,Undirected
River of Fire and Other Stories,"Chong-hui, O","Fulton, Bruce",Fiction,July,2012,Korean,South Korea,Undirected
Always Coca-Cola,"Chreiteh, Alexandra","Hartman, Michelle",Fiction,Jan,2012,Arabic,Lebanon,Undirected
Notes on the Mosquito,"Chuan, Xi","Klein, Lucas",Poetry,Apr,2012,Chinese,China,Undirected
Investigation,"Claudel, Philippe","Cullen, John",Fiction,July,2012,French,France,Undirected
Still with Me,"Cohen, Thierry","Robinson, Summer",Fiction,Dec,2012,French,Morocco,Undirected
When the Night,"Comencini, Christina","Harss, Marina",Fiction,Apr,2012,Italian,Italy,Undirected
Shadow of Memory,"Comment, Bernard","Wing, Betsy",Fiction,Nov,2012,French,France,Undirected
Island of Last Truth,"Company, Flavia","McLoughlin, Laura",Fiction,Oct,2012,Spanish,Argentina,Undirected
No Sale,"Conrad, Patrick","Lynn, Jonathan",Fiction,June,2012,Flemish,Belgium,Undirected
Dreamseller: The Revolution,"Cury, Augusto","Landers, Clifford",Fiction,Sept,2012,Portuguese,Brazil,Undirected
Almost 1 Book / Almost 1 Life,"Czurda, Elfriede","Waldrop, Rosmarie",Poetry,Oct,2012,German,Austria,Undirected
Notturno,"D'Annunzio, Gabriele","Sartarelli, Stephen",Poetry,Mar,2012,Italian,Italy,Undirected
Beautybeast,"Dabija, Adina","Serea, Claudia",Poetry,Nov,2012,Romanian,Romania,Undirected
Island of the Doomed,"Dagerman, Stig","Thompson, Laurie",Fiction,Feb,2012,Swedish,Sweden,Undirected
Lethal Investments,"Dahl, K.O.","Bartlett, Don",Fiction,Nov,2012,Norwegian,Norway,Undirected
Woman with Several Lives,"Daive, Jean","Cole, Norma",Poetry,May,2012,French,France,Undirected
On the Cold Coasts,"Davidsdottir, Vilborg","Sigmundsdottir, Alda",Fiction,Mar,2012,Icelandic,Iceland,Undirected
Yok,"Davys, Tim","Noren, Paul",Fiction,Aug,2012,Swedish,Sweden,Undirected
I Hadn't Understood,"De Silva, Diego","Shugaar, Antony",Fiction,Mar,2012,Italian,Italy,Undirected
Saturn,"Dehnel, Jacek","Lloyd-Jones, Antonia",Fiction,Sept,2012,Polish,Poland,Undirected
Portrait of the Mother as a Young Woman,"Delius, Friedrich Christian","Bulloch, Jamie",Fiction,Feb,2012,German,Germany,Undirected
Sarabande of Sara's Band,"Denysenko, Larysa","Naydan, Michael",Fiction,Dec,2012,Ukrainian,Ukraine,Undirected
Maleficium,"Desjardins, Martine","Reed, Fred",Fiction,May,2012,French,Quebec,Undirected
River Merchant's Wife,"Di, Ming","various, various",Poetry,Oct,2012,Chinese,China,Undirected
70% Acrylic 30% Wool,"Di Grado, Viola ","Reynolds, Michael",Fiction,Nov,2012,Italian,Italy,Undirected
God's Horse and The Atheists' School,"Dichter, Wilhelm","Levine, Madeline",Fiction,Feb,2012,Polish,Ukraine,Undirected
pH Neutral History,"Dimkovska, Lidija","Arsovska, Ljubica",Poetry,June,2012,Macedonian,Macedonia,Undirected
Brazen Plagiarist,"Dimoula, Kiki","Margellos, Cecile Inglessis",Poetry,Nov,2012,Greek,Greece,Undirected
Scorched by the Sun,"Dor, Moshe","Goldberg, Barbara",Poetry,Mar,2012,Hebrew,Israel,Undirected
What the Emperor Cannot Do,"Doroshevich, Vlas","Glie, Rowen",Fiction,June,2012,Russian,Russia,Undirected
This Beautiful Place,"Dorst, Tankred","Posten, Anne",Fiction,June,2012,German,Germany,Undirected
Colonel,"Dowlatabadi, Mahmoud","Patterdale, Tom",Fiction,Apr,2012,Persian,"Iran, Islamic Republic of",Undirected
"Every Day, Every Hour","Dragnic, Natasa","Schillinger, Liesl",Fiction,May,2012,German,Croatia,Undirected
Atlas,"Dung, Kai-Cheung","Hansson, Anders",Fiction,July,2012,Chinese,China,Undirected
Bird Catcher,"Dunker, Kristina","Bell, Katja",Fiction,Dec,2012,German,Germany,Undirected
Runaway,"Dunker, Kristina","Bell, Katja",Fiction,Dec,2012,German,Germany,Undirected
Vertigo,"Dunker, Kristina","Bell, Katja",Fiction,May,2012,German,Germany,Undirected
Poetry of Kabbalah,"Dykman, Aminadav","Cole, Peter",Poetry,Apr,2012,Various,Various,Undirected
Kite,"Edde, Dominique","Schwartz, Ros",Fiction,Apr,2012,French,Lebanon,Undirected
Sail of Stone,"Edwardson, Ake","Willson-Broyles, Rachel",Fiction,Mar,2012,Swedish,Sweden,Undirected
God's Boat,"Ekuni, Kaori","Kobayashi, Chikako",Fiction,Dec,2012,Japanese,Japan,Undirected
Palm House,"Eltayeb, Tarek","Abu-Zeid, Kareem James",Fiction,May,2012,Arabic,Egypt,Undirected
Pierced,"Enger, Thomas","Barslund, Charlotte",Fiction,Oct,2012,Norwegian,Norway,Undirected
Outside the Calendar,"Espmark, Kjell","Macpherson, Robin Fulton",Poetry,Oct,2012,Swedish,Sweden,Undirected
Ariadne in the Grotesque Labyrinth,"Espriu, Salvador","Phillips, Rowan Ricardo",Fiction,July,2012,Catalan,Spain,Undirected
Pimp's Notes,"Faletti, Giorgio","Shugaar, Antony",Fiction,Aug,2012,Italian,Italy,Undirected
Timote,"Feinmann, Jose Pablo","Foster, David William",Fiction,Nov,2012,Spanish,Argentina,Undirected
Land and Blood,"Feraoun, Mouloud","Geesey, Patricia",Fiction,Feb,2012,French,Algeria,Undirected
My Brilliant Friend,"Ferrante, Elena","Goldstein, Ann",Fiction,Oct,2012,Italian,Italy,Undirected
Adam's Secret,"Ferrara, Guillermo","Stockwell, Diane",Fiction,Oct,2012,Spanish,Argentina,Undirected
Daughter of Silence,"Fingueret, Manuela","Lockhart, Darrell",Fiction,May,2012,Spanish,Argentina,Undirected
Fatal Tango,"Fleischhauer, Wolfram","VAnovitch, Kate",Fiction,Mar,2012,German,Germany,Undirected
Caller,"Fossum, Karin","Semmel, Kyle",Fiction,Aug,2012,Norwegian,Norway,Undirected
Adventures of Radisson,"Fournier, Martin","McCambridge, Peter",Fiction,Dec,2012,French,Quebec,Undirected
Stranger's Magic,"Frei, Max","Gannon, Polly",Fiction,July,2012,Russian,Russia,Undirected
Botanical Garden,"Fremon, Jean","Evenson, Brian",Fiction,Apr,2012,French,France,Undirected
Adam in Eden,"Fuentes, Carlos","Burmas, E. Shaskan",Fiction,Dec,2012,Spanish,Mexico,Undirected
Vlad,"Fuentes, Carlos","Bumas, E. Shaskan",Fiction,July,2012,Spanish,Mexico,Undirected
Crystal Silence,"Fujisaki, Shingo","Taji, Kathleen",Fiction,Mar,2012,Japanese,Japan,Undirected
Flowers of Grass,"Fukunaga, Takehiko","Tyler, Royall",Fiction,Apr,2012,Japanese,Japan,Undirected
"Belka, Why Don't You Bark?","Furukawa, Hideo","Emmerich, Michael",Fiction,Oct,2012,Japanese,Japan,Undirected
Against the Wind,"Gagnon, Madeleine","Scott, Howard",Fiction,Sept,2012,French,Quebec,Undirected
Necropolis,"Gamboa, Santiago","Curtis, Howard",Fiction,July,2012,Spanish,Colombia,Undirected
Open Secret,"Gamerro, Carlos","Barnett, Ian",Fiction,Apr,2012,Spanish,Argentina,Undirected
Past Ahead,"Gatore, Gilbert","Jager, Marjolijn de",Fiction,Oct,2012,French,Rwanda,Undirected
Dark Times Filled with Light,"Gelman, Juan","St. Martin, Hardie",Poetry,Nov,2012,Spanish,Argentina,Undirected
Diadem,"Giorgio, Marosa di","Giannelli, Adam",Poetry,Nov,2012,Spanish,Uruguay,Undirected
Death in Tuscany,"Giuttari, Michele","Curtis, Howard",Fiction,Feb,2012,Italian,Italy,Undirected
Every Seventh Wave,"Glattauer, Daniel","Bielenberg, Katharina",Fiction,Aug,2012,German,Austria,Undirected
Camera Killer,"Glavinic, Thomas","Brownjohn, John",Fiction,July,2012,German,Austria,Undirected
Pull Yourself Together,"Glavinic, Thomas","Brownjohn, John",Fiction,Oct,2012,German,Austria,Undirected
Dreamweed,"Goll, Yvan","Watkins, Nan",Poetry,Oct,2012,German,France,Undirected
Paris Lawyer,"Granotier, Sylvie","Trager, Anne",Fiction,Sept,2012,French,France,Undirected
Some Kind of Peace,"Grebe, Camilla","Norlen, Paul",Fiction,July,2012,Swedish,Sweden,Undirected
Confidant,"Gremillon, Helene","Anderson, Alison",Fiction,Nov,2012,French,France,Undirected
Break,"Grossi, Pietro","Curtis, Howard",Fiction,Jan,2012,Italian,Italy,Undirected
Everyone Leaves,"Guerra, Wendy","Obejas, Achy",Fiction,Nov,2012,Spanish,Cuba,Undirected
Folding Star and Other Poems,"Gutorow, Jacek","Florczyk, Piotr",Poetry,June,2012,Polish,Poland,Undirected
Brenner and God,"Haas, Wolf","Janusch, Annie",Fiction,June,2012,German,Austria,Undirected
Bitter Drink,"Haghenbeck, F.G.","Huntington, Tanya",Fiction,July,2012,Spanish,Mexico,Undirected
Secret Book of Frida Kahlo,"Haghenbeck, F.G.","Obejas, Achy",Fiction,Sept,2012,Spanish,Mexico,Undirected
Conscript,"Hailu, Gebreyesus","Negash, Ghirmai",Fiction,Nov,2012,Tigrinya,Eritrea,Undirected
Rustic Baroque,"Hajicek, Jiri","Kirking, Gale",Fiction,Nov,2012,Czech,Czech Republic,Undirected
Polish Boxer,"Halfon, Eduardo","Hahn, Daniel",Fiction,Oct,2012,Spanish,Guatemala,Undirected
Celtic Conspiracy,"Hansen, Thore","Adams, Anne",Fiction,May,2012,German,Germany,Undirected
Behind the Lines,"Hasek, Jaroslav","Corner, Michael",Fiction,Oct,2012,Czech,Czech Republic,Undirected
Orphans of Eldorado,"Hatoum, Milton","Gledson, John",Fiction,May,2012,Portuguese,Brazil,Undirected
Best of Contemporary Fiction from Georgia,"Heighway, Elizabeth","various, various",Fiction,May,2012,Georgian,Georgia,Undirected
Mother Pleiades,"Heinesen, William","Jones, W. Glyn",Fiction,Mar,2012,Danish,Faroe Islands,Undirected
End of the Story,"Heker, Liliana","Labinger, Andrea",Fiction,May,2012,Spanish,Argentina,Undirected
Chaperoned,"Heldt, Dora","Searle, Jamie Lee",Fiction,July,2012,German,Germany,Undirected
Best European Fiction 2013,"Hemon, Aleksandar","various, various",Fiction,Nov,2012,Various,Various,Undirected
Salvation of a Saint,"Higashino, Keigo","Smith, Alexander O.",Fiction,Oct,2012,Japanese,Japan,Undirected
Obscene Madame D,"Hilst, Hilda","Nathanael, ",Fiction,Dec,2012,Portuguese,Brazil,Undirected
Black Tulips,"Hinojosa, Jose Maria","Statman, Mark",Poetry,Sept,2012,Spanish,Spain,Undirected
MM9,"Hiroshi, Yamamoto","Collins, Nathan",Fiction,Jan,2012,Japanese,Japan,Undirected
Invention of Glass,"Hocquard, Emmanuel","Swensen, Cole",Poetry,Apr,2012,French,France,Undirected
Elephant Keepers' Children,"Hoeg, Peter","Aitken, Martin",Fiction,Oct,2012,Danish,Denmark,Undirected
Ascent,"Hohl, Ludwig","Stonecipher, Donna",Fiction,Dec,2012,German,Switzerland,Undirected
Blessed Are Those Who Thirst,"Holt, Anne","Bruce, Anne",Fiction,Dec,2012,Norwegian,Norway,Undirected
Blind Goddess,"Holt, Anne","Geddes, Tom",Fiction,June,2012,Norwegian,Norway,Undirected
Nun,"Hornby, Simonetta Agnello","Shugaar, Antony",Fiction,Jan,2012,Italian,Italy,Undirected
"We, the Children of Cats","Hoshino, Tomoyuki","Bergstrom, Brian",Fiction,July,2012,Japanese,Japan,Undirected
Map and the Territory,"Houellebecq, Michel","Bowd, Gavin",Fiction,Jan,2012,French,France,Undirected
Wind Says,"Hua, Bai","Sze-Lorrain, Fiona",Poetry,Oct,2012,Chinese,China,Undirected
Zenith,"Huong, Duong Thu","Young, Stephen",Fiction,Aug,2012,Vietnamese,Viet Nam (Vietnam),Undirected
Basti,"Husain, Intizar","Pritchett, Frances",Fiction,Oct,2012,Urdu,Pakistan,Undirected
Beyond Love,"Hussein, Hadiya","Masmoudi, Ikram",Fiction,May,2012,Arabic,Iraq,Undirected
Infrared,"Huston, Nancy","Huston, Nancy",Fiction,July,2012,French,Quebec,Undirected
Tales of Encounter,"Idris, Yusuf","el-Enany, Rashid",Fiction,Oct,2012,Arabic,Egypt,Undirected
Navidad Incident: The Downfall of Matias Guili,"Ikezawa, Natsuki","Birnbaum, Alfred",Fiction,Mar,2012,Japanese,Japan,Undirected
Outrage,"Indridason, Arnaldur","Yates, Anna",Fiction,Sept,2012,Icelandic,Iceland,Undirected
Flatey Enigma,"Ingolfsson, Viktor Arnar","FitzGibbon, Brian",Fiction,Mar,2012,Icelandic,Iceland,Undirected
House of Evidence,"Ingolfsson, Viktor Arnar","Arnadottir, Bjorg",Fiction,Dec,2012,Icelandic,Iceland,Undirected
Poet and Bin-Laden,"Ismailov, Hamid","Bromfield, Andrew",Fiction,Aug,2012,Russian,Russia,Undirected
Genocidal Organ,"Itoh, Project","Hawkes, Edwin",Fiction,Aug,2012,Japanese,Japan,Undirected
In the Shadows of Paris,"Izner, Claude","Garcia, Lorenza",Fiction,Sept,2012,French,France,Undirected
Venice Noir,"Jakubowski, Maxim","various, various",Fiction,June,2012,Italian,Italy,Undirected
I Burn Paris,"Jasienski, Bruno","Gauger, Soren",Fiction,Apr,2012,Polish,Poland,Undirected
Mama Leone,"Jergovic, Miljenko","Williams, David",Fiction,Oct,2012,Croatian,Croatia,Undirected
Complete Perfectionist,"Jimenez, Juan Ramon","Mauer, Christopher",Poetry,Feb,2012,Spanish,Spain,Undirected
Ward Four,"Jin, Ba","Kong, Haili",Fiction,Aug,2012,Chinese,China,Undirected
Homecoming: Sixty Years of Egyptian Short Stories,"Johnson-Davies, Denys","Johnson-Davies, Denys",Fiction,Feb,2012,Arabic,Egypt,Undirected
Eyes of Lira Kazan,"Joly, Eva","Ream, Emily",Fiction,Oct,2012,French,France,Undirected
100-Year-Old Man Who Climbed Out the Window and Disappeared,"Jonasson, Jonas","Bradbury, Rod",Fiction,Sept,2012,Swedish,Sweden,Undirected
Invisible Murder,"Kaaberbol, Lene","Chace, Tara",Fiction,Oct,2012,Danish,Denmark,Undirected
Midwinter Blood,"Kallentoft, Mons","Smith, Neil",Fiction,June,2012,Swedish,Sweden,Undirected
Long Day's Evening,"Karasu, Bilge","Aji, Aron",Fiction,Nov,2012,Turkish,Turkey,Undirected
Second Person Singular,"Kashua, Sayed","Ginsburg, Mitch",Fiction,Apr,2012,Hebrew,Israel,Undirected
Briefcase,"Kawakami, Hiromi","Powell, Allison Markin",Fiction,May,2012,Japanese,Japan,Undirected
Last Good Man,"Kazinski, A.J.","Nunnally, Tiina",Fiction,Mar,2012,Danish,Denmark,Undirected
Life Goes On,"Keilson, Hans","Searls, Damion",Fiction,Nov,2012,German,Germany,Undirected
Modern and Contemporary Swiss Poetry,"Keller, Luzius","various, various",Poetry,Oct,2012,Various,Switzerland,Undirected
Nightmare,"Kepler, Lars","Wideburg, Laura",Fiction,July,2012,Swedish,Sweden,Undirected
"Suddenly, a Knock on the Door","Keret, Etgar","Shlesinger, Miriam",Fiction,Apr,2012,Hebrew,Israel,Undirected
Of Noble Origins,"Khalifeh, Sahar","Bamia, Aida",Fiction,May,2012,Arabic,"Palestinian Territory, Occupied",Undirected
Sense,"Khasavov, Arslan","Tait, Arch",Fiction,May,2012,Russian,Russia,Undirected
As Though She Were Sleeping,"Khoury, Elias","Booth, Marilyn",Fiction,Apr,2012,Arabic,"Palestinian Territory, Occupied",Undirected
Black Flower,"Kim, Young-Ha","La Shure, Charles",Fiction,Oct,2012,Korean,South Korea,Undirected
Lute and the Scars,"Kis, Danilo","Cox, John",Fiction,Aug,2012,Serbian,Serbia and Montenegro,Undirected
Psalm 44,"Kis, Danilo","Cox, John",Fiction,Aug,2012,Serbian,Serbia and Montenegro,Undirected
City of Refuge,"Kitakata, Kenzo","Horgan, Y.T.",Fiction,Nov,2012,Japanese,Japan,Undirected
Guru Is Born,"Kitano, Takeshi","Laabs, Dawn T.",Fiction,June,2012,Japanese,Japan,Undirected
December,"Kluge, Alexander","Chalmers, Martin",Fiction,Apr,2012,German,Germany,Undirected
My Struggle: Book One,"Knausgaard, Karl","Bartlett, Don",Fiction,May,2012,Norwegian,Norway,Undirected
Virus: The Day of Resurrection,"Komatsu, Sakyo","Huddleston, Daniel",Fiction,Dec,2012,Japanese,Japan,Undirected
Budapest Noir,"Kondor, Vilmos","Olchvary, Paul",Fiction,Feb,2012,Hungarian,Hungary,Undirected
Never Coming Back,"Koppel, Hans","Dickson, Kari",Fiction,Dec,2012,Swedish,Sweden,Undirected
Kaytek the Wizard,"Korczak, Janusz","Lloyd-Jones, Antonia",Fiction,Aug,2012,Polish,Poland,Undirected
Death in Breslau,"Krajewski, Marek","Stock, Danusia",Fiction,Sept,2012,Polish,Poland,Undirected
Satantango,"Krasznahorkai, Laszlo","Szirtes, Geroge",Fiction,Feb,2012,Hungarian,Hungary,Undirected
Sailing Against the Wind,"Kross, Jaan","Dickens, Eric",Fiction,Jan,2012,Estonian,Estonia,Undirected
Farewell,"Kulin, Ayse","Dakan, Kenneth",Fiction,June,2012,Turkish,Turkey,Undirected
Case of the General's Thumb,"Kurkov, Andrey","Bird, George",Fiction,Feb,2012,Russian,Russia,Undirected
Stonecutter,"Lackberg, Camilla","Murray, Steven",Fiction,May,2012,Swedish,Sweden,Undirected
Divorce Islamic Style,"Lakhous, Amara","Goldstein, Ann",Fiction,Apr,2012,Italian,Italy,Undirected
Fortino Samano,"Lalucq, Virginie","Sylvain Gallais, Cynthia Hogue",Poetry,Sept,2012,French,France,Undirected
Life Is Short and Desire Endless,"Lapeyre, Patrick","Hunter, Adriana",Fiction,June,2012,French,France,Undirected
Easy Money,"Lapidus, Jens","von Arbin Ahlander, Astri ",Fiction,Apr,2012,Swedish,Sweden,Undirected
Between Love and Honor,"Lapierre, Alexandra","Lizop, Jane",Fiction,Apr,2012,French,France,Undirected
Islands of the Dying Light,"Lappert, Rolf","Hayworth, Eugene",Fiction,June,2012,German,Switzerland,Undirected
In the Land of the Long White Cloud,"Lark, Sarah","Lovett, D.W.",Fiction,Aug,2012,German,Germany,Undirected
My First Murder,"Lehtolainen, Leena","Witesman, Owen",Fiction,Dec,2012,Finnish,Finland,Undirected
Autoportrait,"Leve, Edouard","Stein, Lorin",Fiction,Feb,2012,French,France,Undirected
Istanbul Was a Fairy Tale,"Levi, Mario","Gurol, Ender",Fiction,Apr,2012,Turkish,Turkey,Undirected
Trees Without Wind,"Li, Rui","Balcom, John",Fiction,Dec,2012,Chinese,China,Undirected
Sniper,"Lilin, Nicolai","Richards, Jamie",Fiction,May,2012,Italian,Italy,Undirected
Little Star,"Lindqvist, John Ajvide","Delargy, Marlaine",Fiction,Oct,2012,Swedish,Sweden,Undirected
Time Commences in Xibalba,"Lion, Luis de","Henne, Nathan",Fiction,Nov,2012,Spanish,Guatemala,Undirected
Breath of Life,"Lispector, Clarice","Lorenz, Johnny",Fiction,May,2012,Portuguese,Brazil,Undirected
"No Enemies, No Hatred: Selected Essays and Poems","Liu, Xiaobo","Link, Perry",Poetry,Jan,2012,Chinese,China,Undirected
Noah,"Loetscher, Hugo","Willcocks, Samuel",Fiction,July,2012,German,Switzerland,Undirected
White Raven,"Lopatina, Irana","Lopatin, Dmitry",Fiction,Aug,2012,Russian,Russia,Undirected
New Poetry from Spain,"Lopez-Luaces, Marta","Lorenz, Johnny",Poetry,Apr,2012,Spanish,Spain,Undirected
