Titles,Source,Target,Genre,Month,Year,Lanuage,Country,Type
Infinity in the Palm of Her Hand,"Belli, Gioconda","Peden, Margaret Sayers",Fiction,Mar,2009,Spanish,Nicaragua,Undirected
With Deer,"Berg, Aase","Goransson, Johannes",Poetry,Mar,2009,Swedish,Sweden,Undirected
Like a Summer Never to Be Repeated,"Berrada, Mohammed","Phillips, Christina",Fiction,Apr,2009,Arabic,Morocco,Undirected
Chill,"Bilenchi, Romano","Goldstein, Ann",Fiction,Nov,2009,Italian,Italy,Undirected
Rage,"Bizzio, Sergio","Hopkinson, Amanda",Fiction,Nov,2009,Spanish,Argentina,Undirected
Skating Rink,"Bolano, Roberto","Andrews, Chris",Fiction,Aug,2009,Spanish,Chile,Undirected
Wall in My Head,"Borders, Words Without","various, various",Fiction,Nov,2009,Various,Various,Undirected
Frivolous Women and Other Sinners,"Borinsky, Alicia","Franzen, Cola",Poetry,May,2009,Spanish,Argentina,Undirected
Anonymous Celebrity,"Brandao, Ignacio de Loyola","Vieira, Nelson",Fiction,Aug,2009,Portuguese,Brazil,Undirected
Jade Cat,"Brogger, Suzanne","Born, Anne",Fiction,Aug,2009,Danish,Denmark,Undirected
Fences in Breathing,"Brossard, Nicole","Lotbiniere-Harwood, Susanne de",Fiction,Apr,2009,French,Quebec,Undirected
Selections,"Brossard, Nicole","various, various",Poetry,Nov,2009,French,Quebec,Undirected
New Glory,"Bruyn, Gunter de","Burnett, David",Fiction,Nov,2009,German,Germany,Undirected
Wonderful World,"Calvo, Javier","Lethem, Mara Faye",Fiction,Mar,2009,Spanish,Spain,Undirected
August Heat,"Camilleri, Andrea","Sartarelli, Stephen",Fiction,Mar,2009,Italian,Italy,Undirected
Martin Kacur: The Biography of an Idealist,"Cankar, Ivan","Cox, John",Fiction,June,2009,Slovenian,Slovenia,Undirected
Pluriverse,"Cardenal, Ernesto","Cohen, Jonathan",Poetry,Jan,2009,Spanish,Nicaragua,Undirected
Poisonville,"Carlotto, Massimo","Shugaar, Antony",Fiction,Oct,2009,Italian,Italy,Undirected
Another Kind of Paradise,"Carolan, Trevor","various, various",Fiction,Jan,2009,Various,Various,Undirected
My Mother Never Dies: Stories,"Castillon, Claire","Anderson, Alison",Fiction,Feb,2009,French,France,Undirected
Unfinished Poems,"Cavafy, C. P.","Mendelsohn, Daniel",Poetry,Mar,2009,Greek,Greece,Undirected
Normance,"Celine, Louis-Ferdinand","Jones, Marlon",Fiction,May,2009,French,France,Undirected
And Let the Earth Tremble at Its Centers,"Celorio, Gonzalo","Gerdes, Dick",Fiction,Mar,2009,Spanish,Mexico,Undirected
Desolation of the Chimera,"Cernuda, Luis","Kessler, Stephen",Poetry,June,2009,Spanish,Spain,Undirected
Forgiven Submarine,"Cesereanu, Ruxandra","Codrescu, Andrei",Poetry,Apr,2009,Romanian,Romania,Undirected
Dream of Reason,"Chacel, Rosa","Maier, Carol",Fiction,Oct,2009,Spanish,Spain,Undirected
Brittle Age and Returning Upland,"Char, Rene","Sobin, Gustaf",Poetry,June,2009,French,France,Undirected
Vampire of Ropraz,"Chessex, Jacques","Wilson, W. Donald",Fiction,Apr,2009,French,France,Undirected
From a Woman of a Distant Land,"Chimako, Tada","Angles, Jeffrey",Poetry,Dec,2009,Japanese,Japan,Undirected
Azorno,"Christensen, Inger","Newman, Denise",Fiction,July,2009,Danish,Denmark,Undirected
Brodeck,"Claudel, Philippe","Cullen, John",Fiction,June,2009,French,France,Undirected
Wonder,"Claus, Hugo","Heim, Michael Henry",Fiction,July,2009,Dutch,Belgium,Undirected
Winner Stands Alone,"Coelho, Paulo","Costa, Margaret Jull",Fiction,Apr,2009,Portuguese,Brazil,Undirected
Walls (Anamneses),"Cohen, Marcel","Evenson, Brian",Poetry,Nov,2009,French,France,Undirected
Good Death,"Courtemanche, Gil","Grady, Wayne",Fiction,Sept,2009,French,Quebec,Undirected
"Duke, the Dog Priest","Coutinho, Domicio","Landers, Clifford",Fiction,Aug,2009,Portuguese,Brazil,Undirected
River Called Time,"Couto, Mia","Brookshaw, David",Fiction,Sept,2009,Portuguese,Mozambique,Undirected
Out of Their Minds,"Crosthwaite, Luis Humberto","Byrd, John William",Fiction,Apr,2009,Spanish,Mexico,Undirected
Poems of a Lost Life,"Dal, Hugh-Alain","Crowe, Thomas Rain",Poetry,July,2009,French,France,Undirected
Grand Junction,"Dantec, Maurice","Kover, Tina",Fiction,Sept,2009,French,France,Undirected
Borrowed Time,"Daoud, Hassan","Scott, Michael K.",Fiction,Mar,2009,Arabic,Lebanon,Undirected
Almond Blossoms and Beyond,"Darwish, Mahmoud","Shaheen, Mohammad",Poetry,Mar,2009,Arabic,"Palestinian Territory, Occupied",Undirected
If I Were Another,"Darwish, Mahmoud","Joudah, Fady",Poetry,Nov,2009,Arabic,"Palestinian Territory, Occupied",Undirected
Amberville,"Davys, Tim","Norlen, Paul",Fiction,Feb,2009,Swedish,Sweden,Undirected
Father and the Foreigner,"de Cataldo, Giancarlo","Goldstein, Ann",Fiction,May,2009,Italian,Italy,Undirected
God's Gym,"De Winter, Leon","Ringold, Jeannette",Fiction,Oct,2009,Dutch,Netherlands,Undirected
Third Body,"Delville, Michel","Lombardo, Gian",Poetry,Nov,2009,French,Belgium,Undirected
Money from Hitler,"Denemarkova, Radka","Oakland, Andrew",Fiction,Nov,2009,Czech,Czech Republic,Undirected
"Welcome to Miami, Doctor Leal","Diaz, Rene Vazquez","Kingery, Sandra",Fiction,Sept,2009,Spanish,Cuba,Undirected
Nikolski,"Dickner, Nicolas","Lederhendler, Lazer",Fiction,May,2009,French,Quebec,Undirected
Banished!,"Dong, Han","Harman, Nicky",Fiction,Feb,2009,Chinese,China,Undirected
Running,"Echenoz, Jean","Coverdale, Linda",Fiction,Dec,2009,French,France,Undirected
Death Angels,"Edwardson, Ake","Schubert, Ken",Fiction,Sept,2009,Swedish,Sweden,Undirected
Kahn & Engelmann,"Eichner, Hans","Snook, Jean",Fiction,May,2009,German,Austria,Undirected
God's Mercy,"Ekman, Kerstin","Schenck, Linda",Fiction,July,2009,Swedish,Sweden,Undirected
Plants Don't Drink Coffee,"Elorriaga, Unai","Gabantxo, Amaia",Fiction,May,2009,Basque,Spain,Undirected
Cities Without Palms,"Eltayeb, Tarek","Palmer-Zeid, Kareem James",Fiction,Mar,2009,Arabic,Egypt,Undirected
Soul's Infarct,"Eltit, Diamela","Christ, Ronald",Fiction,Apr,2009,Spanish,Chile,Undirected
Leap,"Enquist, Anna","Ringold, Jeannette",Fiction,Apr,2009,Dutch,Netherlands,Undirected
Every Man Dies Alone,"Fallada, Hans","Hoffman, Michael",Fiction,Mar,2009,German,Germany,Undirected
Russian Version: Selected Poems,"Fanailova, Elena","Sandler, Stephanie",Poetry,Mar,2009,Russian,Russia,Undirected
I Was Behind You,"Fargues, Nicolas","Rose, Sue",Fiction,June,2009,French,Cameroon,Undirected
Edward Hopper,"Farres, Ernest","Venuti, Lawrence",Poetry,Nov,2009,Catalan,Spain,Undirected
Moon Opera,"Feiyu, Bi","Goldblatt, Howard",Fiction,Jan,2009,Chinese,China,Undirected
Into the Deep Street,"Feldman, Jennie","Feldman, Jennie",Poetry,Oct,2009,French,France,Undirected
Op Oloop,"Filloy, Juan","Dillman, Lisa",Fiction,Aug,2009,Spanish,Argentina,Undirected
Therapy,"Fitzek, Sebastian","Spencer, Sally-Ann",Fiction,Mar,2009,German,Germany,Undirected
Comrades,"Flores, Marco Antonio","Nickless, Leona",Fiction,Mar,2009,Spanish,Guatemala,Undirected
Little Fingers,"Florian, Filip","Blyth, Alistair Ian",Fiction,Apr,2009,Romanian,Romania,Undirected
Water's Edge,"Fossum, Karin","Barslund, Charlotte",Fiction,Aug,2009,Norwegian,Norway,Undirected
It,"Fourcade, Dominique","Consenstein, Peter",Poetry,Jan,2009,French,France,Undirected
"Stranger: Labyrinths of Eho, Book One","Frei, Max","Gannon, Mary",Fiction,Apr,2009,Russian,Russia,Undirected
Island of the Naked Women,"Frimansson, Inger","Wideburg, Laura",Fiction,May,2009,Swedish,Sweden,Undirected
Autobiography of Fidel Castro,"Fuentes, Norberto","Kushner, Anna",Fiction,Dec,2009,Spanish,Cuba,Undirected
Mirrors: Stories of Almost Everyone,"Galeano, Eduardo","??, ??",Fiction,May,2009,Spanish,Uruguay,Undirected
Thirsty River,"Galidi, Rodaan Al","Strauss, Luzette",Fiction,Oct,2009,Dutch,Iraq,Undirected
Gravestones,"Gamoneda, Antonio","Wellman, Donald",Poetry,Sept,2009,Spanish,Spain,Undirected
English,"Gang, Wang","Merz, Martin",Fiction,Apr,2009,Chinese,China,Undirected
Making of Daniel Braut,"Garborg, Arne","Wells, Marie",Fiction,Dec,2009,Norwegian,Norway,Undirected
Hoppla! 1 2 3,"Gavarry, Gerard","Kuntz, Jane",Fiction,June,2009,French,France,Undirected
Vilnius Poker,"Gavelis, Ricardas","Novickas, Elizabeth",Fiction,Jan,2009,Lithuanian,Lithuania,Undirected
Night Roads,"Gazdanov, Gaito","Doherty, Justin",Fiction,May,2009,Russian,Russia,Undirected
Public Prosecutor,"Geeraerts, Jef","Doyle, Brian",Fiction,Sept,2009,Dutch,Belgium,Undirected
Desert Voices,"Ghadeer, Moneera al","Ghadeer, Moneera al",Poetry,July,2009,Arabic,Saudi Arabia,Undirected
Zafarani Files,"Ghitani, Gamal Al","Wahab, Farouk Abdel",Fiction,Feb,2009,Arabic,Egypt,Undirected
Spoke,"Glauser, Friedrich","Mitchell, Mike",Fiction,Jan,2009,German,Switzerland,Undirected
Dog with No Tail,"Golayyel, Hamdi Abu","Moger, Robin",Fiction,Nov,2009,Arabic,Egypt,Undirected
On a Train Called Absence,"Gonzales-Berry, Erlinda","Garcia, Kay",Fiction,Oct,2009,Spanish,Mexico,Undirected
Bridge Over the River,"Gramich, Johannes","Gramich, Johannes",Fiction,Aug,2009,German,Germany,Undirected
Fists,"Grossi, Pietro","Curtis, Howard",Fiction,Nov,2009,Italian,Italy,Undirected
Some Dream for Fools,"Guene, Faiza","Johnson, Jennifer",Fiction,July,2009,French,France,Undirected
Street of Night,"Guerra, Lucia","Cunningham, Richard",Fiction,Jan,2009,Spanish,Chile,Undirected
Road to Jerusalem,"Guillou, Jan","Murray, Steven",Fiction,May,2009,Swedish,Sweden,Undirected
Weather Fifteen Years Ago,"Haas, Wolf","Gilardi, Stephanie",Fiction,May,2009,German,Austria,Undirected
Ashes in Love,"Hahn, Oscar","Hoggard, James",Poetry,June,2009,Spanish,Chile,Undirected
So That You Can Know Me,"Hameed, Yasmin","various, various",Fiction,Jan,2009,Various,Pakistan,Undirected
Confessions of Noa Weber,"Hareven, Gail","Bilu, Dalya",Fiction,Feb,2009,Hebrew,Israel,Undirected
Others,"Harez, Siba al","Booth, Marilyn",Fiction,Apr,2009,Arabic,Saudi Arabia,Undirected
Cipango,"Harris, Tomas","Shapiro, Daniel",Poetry,Dec,2009,Spanish,Chile,Undirected
Dwarves,"Heitz, Markus","Spencer, Ann",Fiction,July,2009,German,Germany,Undirected
When I Forgot,"Hirvonen, Elina","Robinson, Douglas",Fiction,May,2009,Finnish,Finland,Undirected
Curriculum Vitae,"Hoffmann, Yoel","Cole, Peter",Fiction,July,2009,Hebrew,Israel,Undirected
Unit,"Holmqvist, Ninni","Delargy, Marlaine",Fiction,June,2009,Swedish,Sweden,Undirected
Brothers,"Hua, Yu","Chow, Eileen",Fiction,Jan,2009,Chinese,China,Undirected
Last Supper,"Huelle, Pawel","Lloyd-Jones, Antonia",Fiction,Dec,2009,Polish,Poland,Undirected
All This Belongs to Me,"Hulova, Petra","Zucker, Alex",Fiction,Oct,2009,Czech,Czech Republic,Undirected
Stealth,"Ibrahim, Sonallah","Aboul-Ela, Hosam",Fiction,Nov,2009,Arabic,Egypt,Undirected
Arctic Chill,"Indridason, Arnaldur","Scudder, Bernard",Fiction,Sept,2009,Icelandic,Iceland,Undirected
Rasskazy: New Fiction from a New Russia,"Iossel, Mikhail","various, various",Fiction,Sept,2009,Russian,Russia,Undirected
Killing Kanoko: Selected Poems,"Ito, Hiromi","Angles, Jeffrey",Poetry,Dec,2009,Japanese,Japan,Undirected
Light of My Eye,"Jacques, Paula","Cohen-Nicole, Susan",Fiction,Mar,2009,French,Egypt,Undirected
Prophecy and Other Stories,"Jancar, Drago","Wachtel, Andrew Baruch",Fiction,May,2009,Slovenian,Slovenia,Undirected
Yugoslav Requiem,"Jansen op de Haar, Arnold","Vincent, Paul",Poetry,Sept,2009,Dutch,Netherlands,Undirected
What It Is,"Jansma, Esther","Jones, Francis",Poetry,July,2009,Dutch,Netherlands,Undirected
True Deceiver,"Jansson, Tove","Teal, Thomas",Fiction,Dec,2009,Swedish,Sweden,Undirected
Elberel,"Jantsan, Batireedui","??, ??",Fiction,Jan,2009,Mongolian,Mongolia,Undirected
Leaving Tangier,"Jelloun, Tahar Ben","Coverdale, Linda",Fiction,Apr,2009,French,Morocco,Undirected
Poet & the Sea,"Jimenez, Juan Ramon","Berg, Mary",Poetry,July,2009,Spanish,Spain,Undirected
Tongue,"Jo, Kyung-Ran","Kim, Chi-young",Fiction,June,2009,Korean,South Korea,Undirected
In a Fertile Desert,"Johnson-Davies, Denys","Johnson-Davies, Denys",Fiction,Feb,2009,Arabic,United Arab Emirates,Undirected
Blinding Moment: Four Pieces about Composers,"Jonke, Gert","Kling, Vincent",Fiction,Jan,2009,German,Austria,Undirected
System of Vienna,"Jonke, Gert","Kling, Vincent",Fiction,Dec,2009,German,Austria,Undirected
Collobert Orbital,"Jonson, Johan","Goransson, Johannes",Poetry,July,2009,Swedish,Sweden,Undirected
Savage,"Jouet, Jacques","Shields, Amber",Fiction,June,2009,French,France,Undirected
Book of God and Physics: A Novel of the Voynich Mystery,"Joven, Enrique","Koch, Dolores",Fiction,May,2009,Spanish,Spain,Undirected
Crossing the Hudson,"Jungk, Peter Stephan","Dollenmayer, David",Fiction,Mar,2009,German,France,Undirected
Siege,"Kadare, Ismail","Bellos, David",Fiction,Feb,2009,French,Albania,Undirected
Word Book,"Kanai, Mieko","McCarthy, Paul",Fiction,Oct,2009,Japanese,Japan,Undirected
Same River,"Kaplinski, Jaan","Wilson, Susan",Fiction,Sept,2009,Estonian,Estonia,Undirected
Rien ne va plus,"Karapanou, Margarita","Emmerich, Karen",Fiction,Oct,2009,Greek,Greece,Undirected
Idle Years,"Kemel, Orhan","Lugal, Cengiz",Fiction,Feb,2009,Turkish,Turkey,Undirected
David's Revenge,"Kettenbach, Hans Werner","Bell, Anthea",Fiction,Oct,2009,German,Germany,Undirected
Dead Man's Share,"Khadra, Yasmina","Botsford, Aubrey",Fiction,Oct,2009,French,Algeria,Undirected
Skipper Worse,"Kielland, Alexander Lange","Fauske, Christopher",Poetry,Mar,2009,Norwegian,Norway,Undirected
Conqueror,"Kjaerstad, Jan","Haveland, Barbara",Fiction,Feb,2009,Norwegian,Norway,Undirected
Discoverer,"Kjaerstad, Jan","Haveland, Barbara",Fiction,Aug,2009,Norwegian,Norway,Undirected
Time for Everything,"Knausgaard, Karl","Anderson, James",Fiction,Nov,2009,Norwegian,Norway,Undirected
Been and Gone,"Kornhauser, Julian","Florczyk, Piotr",Poetry,Apr,2009,Polish,Poland,Undirected
Pereat Mundus,"Krohn, Leena","Hawkins, Hildi",Fiction,June,2009,Finnish,Finland,Undirected
Memories of the Future,"Krzhizhanovsky, Sigizmund","Turnbull, Joanne",Fiction,July,2009,Russian,Ukraine,Undirected
Summer of the Ubume,"Kyogoku, Natsuhiko","Smith, Alexander",Fiction,Apr,2009,Japanese,Japan,Undirected
From Wonso Pond,"Kyong-ae, Kang","Perry, Samuel",Fiction,July,2009,Korean,South Korea,Undirected
Borderland Roads,"Kyun, Ho","Haight, Ian",Poetry,Dec,2009,Korean,South Korea,Undirected
"Tosca, The Cat Lady","Lagorio, Gina","King, Martha",Poetry,Oct,2009,Italian,Italy,Undirected
"I, the Worst of All","Lamat, Estela","Leong, Michael",Poetry,Mar,2009,Spanish,Chile,Undirected
Valley of Strength,"Lapid, Shulamit","Simpson, Philip",Fiction,Mar,2009,Hebrew,Israel,Undirected
Girl Who Played with Fire,"Larsson, Stieg","Keeland, Reg",Fiction,Aug,2009,Swedish,Sweden,Undirected
Do Not Touch,"Laurrent, Eric","Herman, Jeanine",Fiction,Jan,2009,French,France,Undirected
Desert,"Le Clezio, J.M.G.","Dickson, C.",Fiction,June,2009,French,France,Undirected
Jewish Husband,"Levi, Lia","Shugaar, Antony",Fiction,Sept,2009,Italian,Italy,Undirected
Brazil: A Traveler's Literary Companion,"Levitin, Alexis","various, various",Fiction,Oct,2009,Portuguese,Brazil,Undirected
Jewish God in Paris,"Levitin, Mikhail","Darragh, Amanda Love",Fiction,Mar,2009,Russian,Russia,Undirected
New Century,"Lipska, Ewa","Davidson, Robin",Poetry,Nov,2009,Polish,Poland,Undirected
Departing at Dawn,"Lise, Gloria","Weldon, Alice",Fiction,Aug,2009,Spanish,Argentina,Undirected
Kindly Ones,"Littell, Jonathan","Mandell, Charlotte",Fiction,Mar,2009,French,United States (USA),Undirected
According to Sofia,"Lonn, Oystein","Haveland, Barbara",Fiction,July,2009,Norwegian,Norway,Undirected
Inventor of Love and Other Writings,"Luca, Gherasim","Semilian, Julian",Poetry,Aug,2009,Romanian,Romania,Undirected
Passive Vampire,"Luca, Gherasim","Fijalkowski, Krzysztof",Fiction,Mar,2009,French,France,Undirected
Murdered House,"Magnan, Pierre","Clancy, Patricia",Fiction,Nov,2009,French,France,Undirected
Before the Throne,"Mahfouz, Naguib","Stock, Raymond",Fiction,Oct,2009,Arabic,Egypt,Undirected
Mirage,"Mahfouz, Naguib","Roberts, Nancy",Fiction,Aug,2009,Arabic,Egypt,Undirected
Censoring an Iranian Love Story,"Mandanipour, Shahriar","Khalili, Sara",Fiction,May,2009,Farsi,"Iran, Islamic Republic of",Undirected
Italian Shoes,"Mankell, Henning","Thompson, Laurie",Fiction,Apr,2009,Swedish,Sweden,Undirected
Synergos,"Manzano, Roberto","Reese, Steven",Poetry,May,2009,Spanish,Cuba,Undirected
"Your Face Tomorrow Volume Three: Poison, Shadow, and Farewell","Marias, Javier","Costa, Margaret Jull",Fiction,Nov,2009,Spanish,Spain,Undirected
Over the Waves and Other Stories,"Martiatu, Ines Maria","Harris II, Emmanuel",Fiction,Apr,2009,Spanish,Cuba,Undirected
KB: The Suspect,"Martinaitis, Marcelijus","Vince, Laima",Poetry,Feb,2009,Lithuanian,Lithuania,Undirected
Italian Brothers,"Mastrolilli, Paolo","Miller, Robert",Fiction,Oct,2009,Italian,Italy,Undirected
Benny & Shrimp,"Mazetti, Katarina","Death, Sarah",Fiction,Aug,2009,Swedish,Sweden,Undirected
Blind Sunflowers,"Mendez, Alberto","Caistor, Nick",Fiction,Oct,2009,Spanish,Spain,Undirected
Mystery of the Enchanted Crypt,"Mendoza, Eduardo","Caistor, Nick",Fiction,Feb,2009,Spanish,Spain,Undirected
Behind Closed Doors,"Messina, Maria","Magistro, Elise",Fiction,Jan,2009,Italian,Italy,Undirected
Blood Safari,"Meyer, Deon","Seegers, K.L.",Fiction,Sept,2009,Afrikaans,South Africa,Undirected
Diary of a Wave Outside the Sea,"Mikhail, Dunya","Winslow, Elizabeth",Poetry,May,2009,Arabic,Iraq,Undirected
Manituana,"Ming, Wu","Whiteside, Shaun",Fiction,Oct,2009,Italian,Italy,Undirected
Brave Story,"Miyabe, Miyuki","??, ??",Fiction,Nov,2009,Japanese,Japan,Undirected
Spinning Tropics,"Mochizuki, Aska","Lammers, Wayne",Fiction,Dec,2009,Japanese,Japan,Undirected
Alchemaster's Apprentice,"Moers, Walter","Brownjohn, John",Fiction,Sept,2009,German,Germany,Undirected
Western,"Montalbetti, Christine","Wing, Betsy",Fiction,Oct,2009,French,France,Undirected
Hecate and Her Dogs,"Morand, Paul","Coward, David",Fiction,Aug,2009,French,France,Undirected
Dance with Snakes,"Moya, Horacio Castellanos","Springer, Lee Paula",Fiction,Sept,2009,Spanish,Honduras,Undirected
She-Devil in the Mirror,"Moya, Horacio Castellanos","Silver, Katherine",Fiction,Sept,2009,Spanish,Honduras,Undirected
There's Nothing I Can Do When I Think of You Late at Night,"Naiqian, Cao","Balcom, John",Fiction,May,2009,Chinese,China,Undirected
Rain Inside,"Nasrallah, Ibrahim","Amin, Omnia",Poetry,Apr,2009,Arabic,Jordan,Undirected
Proof of the Honey,"Neimi, Salwa al","Perkins, Cal",Fiction,May,2009,Arabic,Syrian Arab Republic,Undirected
Salt Smugglers,"Nerval, Gerard de","Sieburth, Richard",Fiction,June,2009,French,France,Undirected
Nemesis,"Nesbo, Jo","Bartlett, Don",Fiction,Jan,2009,Norwegian,Norway,Undirected
Woman with a Birthmark,"Nesser, Hakan","Thompson, Laurie",Fiction,Apr,2009,Swedish,Sweden,Undirected
Prague with Fingers of Rain,"Nezval, Vitezslav","Osers, Ewald",Poetry,Nov,2009,Czech,Czech Republic,Undirected
An Insignificant Family,"Ngan, Da","Nguyen, Rosemary",Fiction,Feb,2009,Vietnamese,Viet Nam (Vietnam),Undirected
Unreal Estate,"Nikolov, Lyubomir","Nikolov, Miroslav",Poetry,Feb,2009,Bulgarian,Bulgaria,Undirected
Usurper of the Sun,"Nojiri, Housuke","Wunderley, John",Fiction,Sept,2009,Japanese,Japan,Undirected
Back to the Coast,"Noort, Saskia","Vroomen, Laura",Fiction,June,2009,Dutch,Netherlands,Undirected
Tokyo Fiancee,"Nothomb, Amelie","Anderson, Alison",Fiction,Jan,2009,French,Belgium,Undirected
Feline Plague,"Novak, Maja","Visenjak-Limon, Maja",Fiction,Mar,2009,Slovenian,Slovenia,Undirected
Lord of the Sands of Time,"Ogawa, Issui","Hubbert, Jim",Fiction,July,2009,Japanese,Japan,Undirected
Housekeeper and the Professor,"Ogawa, Yoko","Snyder, Stephen",Fiction,Feb,2009,Japanese,Japan,Undirected
Mr Dick or The Tenth Book,"Ohl, Jean-Pierre","Donougher, Christine",Fiction,Mar,2009,French,France,Undirected
Riot of Goldfish,"Okamoto, Kanoko","Vincent, Keith",Fiction,Nov,2009,Japanese,Japan,Undirected
Zoo,"Otsuichi, ","Gallagher, Terry",Fiction,Sept,2009,Japanese,Japan,Undirected
Rhyming Life and Death,"Oz, Amos","Lange, Nicholas de",Fiction,Apr,2009,Hebrew,Israel,Undirected
Bridge of the Golden Horn,"Ozdamar, Emine Sevgi","Chalmers, Martin",Fiction,May,2009,German,Turkey,Undirected
Havana Fever,"Padura, Leonardo","Bush, Peter",Fiction,Mar,2009,Spanish,Cuba,Undirected
Girl Carla and Other Poems,"Pagliarani, Elio","Rumble, Patrick",Poetry,Nov,2009,Italian,Italy,Undirected
Museum of Innocence,"Pamuk, Orhan","Freely, Maureen",Fiction,Oct,2009,Turkish,Turkey,Undirected
Pan-Dada,"Pansaers, Clement","Sanchez, Michael",Poetry,Dec,2009,French,Belgium,Undirected
After-Dinner Declarations,"Parra, Nicanor","Oliphant, Dave",Poetry,Feb,2009,Spanish,Chile,Undirected
For Grace Received,"Parrella, Valeria","Shugaar, Antony",Fiction,Sept,2009,Italian,Italy,Undirected
News from the Empire,"Paso, Fernando del","Gonzalez, Alfonso",Fiction,Apr,2009,Spanish,Mexico,Undirected
65 Lakh Heist,"Pathak, Surender Mohan","Purohit, Sudarshan",Fiction,Dec,2009,Hindi,India,Undirected
Cavalier in the Yellow Doublet,"Perez-Reverte, Arturo","??, ??",Fiction,Sept,2009,Spanish,Spain,Undirected
There Once Lived a Woman Who Tried to Kill Her Neighbor's Baby: Fairy Tales,"Petrushevskaya, Ludmilla","Gessen, Keith",Fiction,Oct,2009,Russian,Russia,Undirected
Rupert: A Confession,"Pfeijffer, Ilja Leonard","Hutchison, Michele",Fiction,June,2009,Dutch,Netherlands,Undirected
Mighty Angel,"Pilch, Jerzy","Johnston, Bill",Fiction,Apr,2009,Polish,Poland,Undirected
Pandora in the Congo,"Pinol, Albert Sanchez","Lethem, Mara Faye",Fiction,Mar,2009,Catalan,Spain,Undirected
Voices of the Desert,"Pinon, Nelida","Landers, Clifford",Fiction,Aug,2009,Portuguese,Brazil,Undirected
Praises & Offenses,"Portalatin, Aida Cartagena","Kerman, Judith",Poetry,Nov,2009,Spanish,Dominican Republic,Undirected
